One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
स्वच चाहिए सॉकेट चाहिए टिपलाइट चाहिए थैन चाहिए एल ई डी बल्ब चाहिए",स्विच चाहिए सॉकेट चाहिए टूयूबलाइट चाहिए फैन चाहिए एल इ डी बल्ब चाहिए,एनटीथरीफ टलाम यूएसपी चार्जिंग पोर्ट क्रूस कंट्रोल लू मेटरी अलक सिस्टम एलईडी हेडलाइफ्स पीछे की तरफ बन दिया गया है,एंटी थेफ्ट अलार्म यूएसबी चार्जिंग पोर्ट क्रूस कंट्रोल लो बैटरी अलर्ट सिस्टम एलइडी हेडलाइट्स पीछे की तरफ बल्ब दिया गया है,एनटीथरीफ टलाम यूएसबी चार्जिंग पोर्ट क्रूज कंट्रोल लू मेट्रिक अल्क सिस्टम एलईडी हेडलाइट्स पीछे की तरफ बना दिया गया है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पचहत्तर हज़ार",पचहत्तर हज़ार,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड केयर इस एक सौ पैंसठ मिलीमीटर के अलावा स्कूट की वजन पचहत्तर किलोग्राम है,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड क्लीयरेंस एक सौ पैंसठ मिलीमीटर के अलावा स्कूटर की वजन पचहत्तर किलोग्राम है,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड क्लियरेंस  एक सौ पैंसठ मिलीमीटर के अलावा स्कूट का वजन पचहत्तर किलोग्राम है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ तो उसमें टायर वगैरह भी चेंज होंगे शायद अगर",हाँ तो उसमें टायर वगैरह भी चेंज होंगे शायद हैलो,वहीं आगे और पीछे की ओर हाइड्रोनिक वही बेहतर ब्रेकिंग सिस्टम के लिए हाद से डिस्कप्रेक दिया गया है,वहीं आगे और पीछे की ओर हाइड्रोलिक वही बेहतर ब्रेकिंग सिस्टम की लिहाज से डिस्क ब्रेक दिया गया है,वहीं आगे और पीछे की ओर हाइड्रोलिक वही बेहतर ब्रेकिंग सिस्टम के लिए हाद से डिस्क ब्रेक दिया गया है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तिेपन हज़ार नौ सौ बावन",तिरेपन हजार नौ सौ बावन,बावन हजार नौ सौ रुपये एक्स शोरन की शुरूआती कीमत से लेकर,आप बावन हजार नौ सौ रुपए एक्स शोरूम की शुरुवाती कीमत से लेकर,बावन हजार नौ सौ रुपये एक्स शोरूम की शुरुआती कीमत से लेकर
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अनुसूचित आयोजनों का वर्णन करो",अनुसूचित आयोजनों का वर्णन करो,हालांकि इस फाइनल्स प्लान के बारे में अधिक जानकारी आपको बाइट देखो गी वेबसाइट पर मिल जाएगी मीडिया को लाइक करें,हालांकि इस फाइनेंस प्लान के बारे में अधिक जानकारी आपको बाइक देखो कि वेबसाइट पर मिल जाएगी विडियो को लाइक करें,हालांकि इस फाइनल्स प्लान के बारे में अधिक जानकारी आपको वेबसाइट पर मिल जाएगी। मीडिया को लाइक करें।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कि हाँ कुछ नोटिफ़िकसन आया किसी ने मेरे फोटो पे या मेरे पोस्ट पे लाइक किया किसी ने मेरे फोटो या उसपे कोई कमेंट किया सोशल मीडिया ठीक है लोगों को आप",कि हाँ कुछ नोटिफिकेसन आया किसी ने मेरे फोटो पे या मेरे पोस्ट पे लाइक किया किसी ने मेरे फोटो या उसपे कोई कमेंट किया सोसल मीडिया ठीक है लोगों को आप,कमेंट करे शेयर करें और सब्स्क्राइब जरूर करें,कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,"कमेंट करें, शेयर करें और सब्सक्राइब जरूर करें।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ऐसे ही दिवाली के समय सब अपने घरों को रौशनियों से दीपकों से लाइटों से सजाते हैं जगमगा देते हैं क्योंकि दिवाली को एक ऐसा त्योहार माना जाता है जिस दिन सभी के घर में रौशनी होती है",ऐसे ही दीवाली के समय सब अपने घरों को रौशनियों से दीपकों से लाईटों से सजाते हैं जगमगा देते हैं क्योंकि दीवाली को एक ऐसा त्यौहार माना जाता है जिस दिन सभी के घर में रौशनी होती है,नमस्कार आशा करते हैं कि आप सब लोग ही लैम बना रहे होंगे और जैसे जैसे दिवाली पास आरी आा,नमस्कार आशा करते हैं कि आप सब लोग ही लैम्प बना रहे होंगे और जैसे जैसे दिवाली पास आ रही है आपका,"नमस्कार, आशा करते हैं कि आप सब लोग ही लैम बना रहे होंगे और जैसे-जैसे दिवाली पास आ रही है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी मेरी नटराज की दो पेंसिल के बॉक्स थे और एरिज़र का बॉक्स था दो डॉम्स का शार्पनर्स थे और दस कॉपी थी मैथ वाली फोर लाइन वो बॉक्स वाली",जी मेरी नटराज की दो पेंसिल के बॉक्‍स थे और इरेज़र का बॉक्‍स था दो डोम्‍स का शॉपनर्स थे और दस कॉपी थी मैथ्‍स वाली फोर लाइन वो बॉक्‍स वाली,डिस्क्रिप्शन बॉक्स में जो लिंक दिया है वहां से इसके मीडिएफ को डाउनलोड कर लें और उसकी दस कोपी निकाल,डिस्क्रिप्शन बॉक्स में जो लिंक दिया है वहां से इसकी़ पीडीएफ को डाउनलोड कर लें और उसकी दस कॉपी निकाल ले,"डिस्क्रिप्शन बॉक्स में जो लिंक दिया है, वहां से इसका मीडिया फ़ाइल डाउनलोड कर लें और उसकी दस कॉपी निकालें।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कभीियों की बात की जाए तो मेरा सबसेस सुदर कर खूबसूरत करी सूरदा सह",कवियों की बात की जाए तो मेरे सबसे शानदार कवि ख़ूबसूरत कवि सूरदास है,ोय बहुत ही खूबसूरत लगबरके तैयार हो गया ै और जइता सबरी लाइ पछकी,तों ये बहुत ही खूबसूरत लैम्प बनके तैयार हो गया है और जितना सुंदर ये लैम्प है उतनी सुंदर इसके पीछे की गणित,"ओय, बहुत ही खूबसूरत लगबरके तैयार हो गया है और जैता सबरी लाई पिछकी।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पतंजली हनी सॉमलीलीीटर एवाकेस ब्लैक एल्कलाइन ड्रिंक और दो द बेकरेजड डज़न सिनेमन रोल्स जोड़ सकते हैं",पतंजलि हनी सौ मिलीलीटर एवाकेस ब्लैक एल्कलाइन ड्रिंक और दो द बेकरेज डज़न सिनेमन रॉल्स जोड़ सकते हैं,लैबीस टाइमिलर फेसेस से मिल के बना हुआ है और इसको आइकोसा एडरम भी हम इसीलिए बोलते हैं क्योंकि आइकोस,तों ये लैम्प बीस टाइमलर फेसेस से मिलके बना हुआ है और इसे आइकोसा हेडरन भी हम इसी लिए बोलते हैं क्योंकि आइकोसा,लैबियस टाइमिलर फेसेस से मिल के बना हुआ है और इसको आइकोसा एर्डर्म भी हम इसीलिए बोलते हैं क्योंकि आइकोस
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ दोनों तरीके की मिल जाएंगी उससे हर तरीके की पेप पिंच हो जाएगीी",हाँ दोनों तरीके की मिल जाएगी उससे हर तरीके की पेपर पिंच हो जाएंगी,मतलब बीस और हाइड्रा मतलब थ्रीसि्सुलिस के हर वटएक्सपर पांच इक्वुलेटेड ड्राइंगिलाकि मिल टराऔर इससे पहले हमने,मतलब बीस और हेडरन मतलब फेसेस और इसके हर वरटैक्स पे पांच इक्वीलेटर ट्राइंगल आ कर मिल रहे है और इसे पहले हमने,"मतलब बीस और हाइड्रा, मतलब थ्रीसिसुलिस के हर वटएक्सपर पांच इक्वुलेटेड ड्राइंग या कि मिलता है। और इससे पहले हमने"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अब हम बात करें आप्रत्यक्षकर के बारे में जो कि दूसर प्रकार है अपना टैक्स का तो आप्रत्यक्षकर वो होती हैं जो सरकार को हम",अब हम बात करें अप्रत्यक्ष कर के बारे में जो कि दूसरा प्रकार है अपना टैक्‍स का तो अप्रत्यक्ष कर वो होते हैं जो सरकार को हम,और जो और ाएाबनाए था उसकी हरवरटैक्स पे चार इक्वुलेटे ट्राइमसाकेऔर आ जो आइकोसा बनाा है उसकी हरवर टैक्स,और जो ऑप्टा हेडरन बनाया था उसके हर वरटैक्स पे चार इक्विलेटर ट्राइगल्स आकर मिल रहे थे और आज जो आइकोसा बनाया है उसके हर वरटैक्स,और जो आरंभ किया था उसकी हरवर टैक्स पे चार इक्वेशंस ताइम से और जो आइकोन सा बना है उसकी हरवर टैक्स
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सिक्सटीन वन हंड्रेड टू थ्री हंड्रेड फ़ोर फ़ाइव हंड्रेड सिक्स सेवन हंड्रेड ट्वेंटी सिक्स",सिक्सटीन वन हंड्रेड टू थ्री हंड्रेड फोर फाइव हंड्रेड सिक्स सेवेन हंड्रेड ट्वेटी सिक्स,ये जो एंगल है वो सिक्सटी डिग्री का है और अगर सिक्सटाइम सिक्सटी करेंगे तो थ्री सिक्सटी होगा तोये,ये जो एंगल है वो सिक्स्टी डिग्री का है और अगर सिक्स टाइम सिक्सटी करेंगे तो थ्री सिक्स्टी होगा तो ये,ये जो एंगल है वो साठ डिग्री का है और अगर छह टाइम साठ करेंगे तो तीन सौ छत्तीस होगा तो ये
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और हम इसे सांभर के साथ खा सकते हैं उसी प्रकार मुझे डोसा पसंद है",और हम इसे सांभर के साथ खा सकते हैं उसी प्रकार मुझे डोसा पसंद है,ये बाहर माइकोसा है और इसके हमने फेसेस के मिड पॉइंट्स को मिला दिया तो इसके अंदर बैठा है डोडे का तो,ये बाहर आइकोसा है और इसके हमने फेसेस की मिड पवॉइंट्स को मिला दिया तो इसके अंदर बैठा है डोडे का तो,ये बाहर माइकोसा है और इसके हमने फेसेस के मिड पॉइंट्स को मिला दिया तो इसके अंदर डोडे का बैठा है तो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है तो इस तरीके से हम लोग करते हैं",ठीक है तो इस तरीक़े से हम लोग करते हैं,इनको हम डो स्ट्रक्चर करते है जो हमने पिछे आतेसोटे की बात कएक ओर काफी मजेदार बात ै,इनको हम ड्यूअल स्ट्रक्चर कहते है जो हमने पिछले एपिसोड्स में भी बात करी थी एक और काफी मजेदार बात ये है,इनको हम दो स्ट्रक्चर करते हैं जो हमने पीछे आते-साते की बात की एक ओर काफी मजेदार बात है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और इतिहास से दोनों को जोड़ा गया है",और इतिहास से दोनों को जोड़ा गया है,कि इन दोनों कोनों कोइन दोनों कोनों से जोड़ दें यानि डाइगडली अपोजिट ोनो क गर ह जो,कि अगर इन दोनों कोनों को हम इन दोनों कोनों से जोड़ दे यानी डाइग्नोली अपोजिट कोनों का अगर हम जोड़,कि इन दोनों कोणों को इन दोनों कोणों से जोड़ दें यानी डायगनली अपोजिट कोणों का अगर हो जो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अगले दिन अगले दिन मैंने जब उस रइंग को देखा तो मुझे पता चला कि मतलब मैं कितना अच्छी मतलब कितना अच्छे से व रंग बना",अगले दिन अगले दिन मैंने जब उस ड्रॉइंग को देखा तो मुझे पता चला कि मतलब मैं कितना अच्‍छी मतलब कितना अच्‍छे से ओ ड्रॉइंग बना,मेरी क चीज देखी थी क क्यूट के जो रैक्टिंगलस थे वो वने सोरोटू के रेशयो में थी और जो,में भी एक चीज देखी थी कि क्यूब के जो रेक्टेंगल्स थे वो वन इज टू रूट टू रेशों में थे और जो,मेरी एक चीज देखी थी कि क्‍यूट के जो रेक्टैंगल्स थे वो व्‍न सॉरोटू के रेशों में थे और जो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमें सरिय देके वो लेंटर वाली बनवानी है",हमें सरिये देके वो लेंटर वाली बनवानी है,ोरो कैसे बनती है कि अगर हम इसकी लैंथ को वन थर्ड काट दें तो हमें जो शेप मिलेगा,और वो कैसे बनती है कि अगर हम इसकी लेंथ को वन थर्ड काट दें तो हमें जो शेप मिलेगा,ये कैसे बनती है कि अगर हम इसकी लेंथ को वन थर्ड काट दें तो हमें जो शेप मिलेगा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उसकी हमने सूक्ष्मदर्शी से उसको देखा और उसके उसमें कितने छोटे छोटे कण होते हैं उसके बारे में हमने जाना",उसकी हमने सूक्ष्मदर्शी से उसको देखा और उसके उसमें कितने छोटे छोटे कण होते हैं उसके बारे में हमने जाना,वो हमारी फडबऑटो जीडैसिक डॉनस ंे उनका बेसिक स्ट्रक्चर भी माइक्रोसा हेडरनिंग होता है और हमने हमारी लैब,तों वो हमारी फुटबॉल होती है और जो जियोडेसिक डोंम्स बनती हैं उनका बेसिक स्ट्रक्चर भी आइकोसा हेडरन ही होता है और हमने हमारी लैब,वो हमारी फडबॉट जीडैसिक डॉनस में उनका बेसिक स्ट्रक्चर भी माइक्रोसा हेडरिंग होता है और हमने हमारी लैब
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बात",बात,चर्चा होक,चर्चा हम करेंगे,चर्चा होक
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा ठीक है तो भै हम ऐसा करेंगे एक लैब कर देंगे व्यवस्था आपके लिए",अच्छा ठीक है तो वे हम ऐसा करेंगे एक लैब कर देंगे व्यवस्था आप के लिए,तीकागेज का ूसर लैब मंगे तैयार है और य जो बना है बना है हमने पहले लाइम बनाएै,तों ये कागज का खूबसूरत लैम्प बनके तैयार है और ये जो बना है वो बना है हमने पहले लैम्प बनाया,तीकागेज का सुसर लैब में तैयार है और जो बना है बना है हमने पहले लाइम बनाए हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ पर आप तीन दिन तो मान ही लो इसमें क्योंकि इसमें पहले वो बनेगा संनरत्त रासी बनेगी एक ढाँचा बनाएंगे अपन",हाँ पर आप तीन दिन तो मान ही लो इसमें क्योंकि इससे पहले चढ़ने का वो बनेगा ढाँचा बनाएँगे अपन,तीन लैमम अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सजाते रहेे सुंदर लैब से,आखिर के तीन लैम्प हम अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सजाते रहिए सुंदर लैम्प से,तीन लैम अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सुंदर लैब से सजाते रहें।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
से बचाव करते हैं",से बचाव करते हैं,कुछ चोडों से बचाने में काफी मददगार साबित हो सकता है,को चोरों से बचाने में काफी मददगार साबित हो सकता है,कुछ चोटों से बचाने में काफी मददगार साबित हो सकता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आपके पास कौन कौन सी कार हैं मुझे दिखाइए तो उसके हिसाब से मैं आपको बता पाऊगी",आपके पास कौन कौन सी कार हैं मुझे दिखाइये तो उसके हिसाब से मैं आपको बता पाऊँगी,ऐसे में अगर आपकी कार के आसपास कोई होगा तो आपको तुरंत इसका पता चल जाएगा,हैं ऐसे में अगर आपकी कार के आसपास कोई होगा तो आपको तुरंत इसका पता चल जाएगा,ऐसे में अगर आपकी कार के आसपास कोई होगा तो आपको तुरंत इसका पता चल जाएगा।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आप व्हाट्सएप परे कर दीजिए सभी कागज को आपके को और फिर आप लेट तक हाँ मैं कंप्लेेंट आपकी नोट कर दूँगा आप व्हाट्सएप कर दीजिए फिर आप लेट तक कभी भी जवाएं तब कागज जमा करा जाना मैं कमप्लेनट आपकी नोट कर रहा हूँ",आप व्हाट्सएप पे कर दीजिए सभी कागज को आपके को और फिर हाँ फिर लेट तक हाँ मैं कंप्लैन आपकी नोट कर दूँगा आप व्हाट्सएप कर दीजिए फिर आप लेट तक कभी भी जब आएँ तब कागज जमा करा जाना मैं कंप्लैंट आपकी नोट कर रहा हूँ,कबाद स्टेटस पर टच करना होगा स्टेटस आपकी मोबाइल ऐप के सबसे निचले हिस्से में दिखाई देगा जैसे ही आ,बाद स्टेटस पर टच करना होगा स्टेटस आपकी मोबाइल ऐप की सबसे निचले हिस्से में दिखाई देगा जैसे ही आप,"कबाद स्टेटस पर टच करना होगा, स्टेटस आपकी मोबाइल ऐप के सबसे निचले हिस्से में दिखाई देगा, जैसे ही आ"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नया स्टेटस डालो",नया स्टेटस डालो,स्टेटस पर टच करेंगे नया इंटरफीस ओपन होगा,स्टेटस पर टच करेंगे नया इंटेरफेस ओपन होगा,"स्टेटस पर टच करेंगे, नया इंटरफेस ओपन होगा।"
