One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
शतात प्रस्तात यह है हमारे राजस्थान में अगर जमाना के हिसाब से होता है जैसे जमाना बोले तो बारिश अगर बारिश अच्छी होगी तो हमारे ज जमाना होगा अगर बारिश सब सारा खेल निर्भर बारिश पे होता है क्योंकि राजस्थान में ट्यूबेल वगैरह तो बहुत कम है यह सब बरसात के ऊपर खेती निर्भर की जाती है और इस खेती में",ततत्पश्चात यह हमारे राजस्थान में अगर जमाना के हिंसाब से होता है जैसे जमाना बोले तो बारिश अगर बारिश अच्छी होगी तो हमारे जमाना होगा अगर बारिश सब सारा खेल निर्भर बारिश पे होता है क्योंकि राजस्थान में टूबेल वगैरह तो बहुत कम है ये सब बरसात के ऊपर खेती निर्भर की जाती है और इस खेती में अगर,अब ये तकनीक क्या है ये पूरी विस्तार से रगुला जी समझाएंगे तो ये तकनीक कौनसी है ऐसे फायदा क्या है इसे फायदा यह है कि इससे बरषात से और दूफ से बचाने के लिए थेली बनाई गई है,अब यह तकनीक क्या है यह पूरी विस्तार से रगुराजी समझाएंगे तो यह तकनीक कौनसी है इससे फायदा क्या इससे से फायदा यह है कि से बरसात से और धूप से बचाने के लिए थेली पहनाई गई है,"अब ये तकनीक क्या है, ये पूरी विस्तार से रघु दलाई जी समझाएंगे। तो ये तकनीक कौन सी है, और इससे फायदा क्या है? इसका फायदा यह है कि इससे बरसात से और धूप से बचाने के लिए थैली बनाई गई है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ किनकी चावल मिल जाएंगे आपको है ना देखिए जी बासमती चावल तो क्या है बकरईद है तो है ना इतना तो नहीं हो पाएेगा आपका दस किलो",हाँ किनकी चावल मिल जाएंगे आपको है ना देखिए जी बासमती चावल तो क्या है बकरीद है तो है न इतना तो नहीं हो पाएगा आपका दस किलो,इस बास के जो इस बास की जोये इस्केज नहीं होगा बास की ज छिला हुआ रहता है कहीं जब ै बास बहुतहमतलब न नकुली दार आधार रहती है बांस की तो कहीं कबर क्या क्या बेल कटने का डर रहता है तो इस तरह से अगर हाभी लगा लेगा न,इस बांस के जो इस बांस के यह इस के नहीं होगा बास की जगह छिला हुआ रहता है कहीं जगह बास बहुत मतलब नकुलीदार धार रहती है बाँस की तो कहीं का क्या बैल कटने का डर रहता है तो इस तरह से अगर कोई हाथ भी लगा लेगा ना बास,"इस बांस के जोये, इस्केज नहीं होगा। बांस की छिला हुआ रहता है। कहीं जब बांस बहुत मतलब न नकुली दार आधार रहती है बांस की, तो कहीं कबर, क्या-क्या बेल कटने का डर रहता है। तो इस तरह से अगर हाबी लगा लेगा न।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा अच्छा देखिएे आप थोड़ा आगे आएँंगे ना तो एक छोटा वाला मंदिर आएगा हनुमान जी का आप वहाँ आइए फिर मैं आपको बताती हूँ कि आपको किधर आना है आपको फिर सि सीधा सीधा रास्ता दिख जाएगा लोकेशन आपको सीधी सीधी मिल जाएगी फिर",अच्छा अच्छा देखिए आप थोड़ा आगे आएँगे न तो एक छोटा वाला मंदिर आएगा हनुमान जी का आप वहाँ आईए फिर मैं आपको बताती हूँ की आपको किधर आना है आपको फिर सीधा सीधा रस्ता दिख जाएगा लोकेशन आपको सीधी सीधी मिल जाएगी फिर,तोये देख ल कोई फरक उपनी पड़ेगा तो ये दस एकर के खेत के अंदर रगुराजी ने ये प्लानिंग लगाई है ये देख लीजिए आपबहुत ही आप आप उधर देखोगे आपको मैं दिखा देता हूँ आपको,तो यह देखले कोई फर्क नहीं पड़ेगा तो ये दस एकड के खेत के अन्दर रघुराज ने ये प्लानिंग लगाई है यह देख लीजिये आप बहुत ही अब उधर देख लीजिये आपको मैं दिखा देता हु आपको,तो ये देख लीजिए कोई फर्क पड़ेगा तो ये दस एकड़ के खेत के अंदर रघुराज जी ने ये प्लानिंग लगाई है ये देख लीजिए आप बहुत ही आप आप उधर देखोगे आपको मैं दिखा देता हूँ आपको
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ हाँ और आपने लोकी भैया लोकी आपको चालीस रुपए की पड़ेगी य बीस रुपए किलो है और भैया आपने हाँ सेम बोला था भैया सेम आपको पड़ेगी न सौ रुपएे किलो ये पचास रुपएे की एक किलो है",हाँ हाँ और आपने लौकी भैया लौकी आपको चालीस रुपय की पड़ेगी ये बीस रुपय किलो है और भैया आपने हाँ सेम बोला था भैया सेम आपको पड़ेगी सौ रुपय किलो ये पचास रुपय की एक किलो है,अब इसके ऊपर लौकी की फार्मिंग होगी लोकी फार्मिंग बहुत ी जबरदस्त ये बहुत शानदार प्लानिंग है औ ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा बहुत कम जगह मिलेगी आप लोगों दूनने से भी नहीं मिलेगी अब चा तो ये है कि ये जो ये रोल लाए ये चार इंचका रोल है,अब इसके पर लौकी की फार्मिंग होगी लोकी फार्मेंग बहुत ही जबरदस्त ये बहुत शानदार प्लानिंग है और ऐसी प्लानिंग भारत के अंदर बहुत बहुत कम जगह मिलेगी आप लोगों को ढूंढने से भी नहीं मिलेगी अब जा तो यह है कि ये जो यह रोल लाए हो यह चार इंच का रोल है,"अब इसके ऊपर लौकी की फार्मिंग होगी, लौकी फार्मिंग बहुत ही जबरदस्त है। ये बहुत शानदार प्लानिंग है और ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा, बहुत कम जगह मिलेगी। आप लोगों को ढूंढने से भी नहीं मिलेगी। अब चूंकि ये है कि ये जो रोल लाए हैं, ये चार इंच का रोल है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इस चावल की नमी बर्कर रहा है फिर इसका आटा पीसना है आटा पीसने के बाद इसकी इसको भूनना है घी में फिर उसकी चाशनी बनाना है और चाशनी बनाने के बाद फिर इसको घी में भून कर और फिर उसमें राज घीर और तिल चिपका कर चशनी के साथ मिलाकर इसको बनाना है",इस चावल की नमी बरकरार रहे फिर इस का आटा पीसना है आटा पीसने के बाद इसकी इस को भूनना है घी में फिर उसकी चाशनी बनाना है और चाशनी बनाने के बाद फिर इसको घी में भूनकर फिर उसमें राजघीर और तिल चिपका कर चाशनी के साथ मिला कर इसको बनाना है,तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,तो अब यह देख रहो यह पन्नी है यह देख लीजिए यह चार इंच की है अब इसका जुगाड़ कैसे कर रखा है इन्होंने ये देख लीजिए यह रोल है यह रोल लगा रखा यह देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब किस तरह से बास को हम बास में यह पन्नी बना रहे है ये देख लीजिए यह फैलिया,"तो अब आप देख रहे हो ये पन्नी है, ये देख लीजिए ये चार इंची की है। अब इसका जुगाड़ कैसे रखा है, इन्होंने ये देख लीजिए, ये रोल है। ये रोल लगा रखा है, ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है। अब ये किस तरह से बासकों में ये पन्नी बना रहे हैं, ये देख लीजिए ये फैलिया।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खड़ाे होके पड़ता है तो वो झिझकता है उसकी थोड़ी झिझक भी थोड़ी कम होनी चाहिए जैसे खड़ा करके आप लन करावागे तो बढ़िया हो उसकी झिजें कम होगी वो",खड़े होके पढ़ता है तो वो झिझकता है उसकी थोड़ी झिझक भी थोड़ी कम होनी चाहिए जैसे खड़ा करके आप लर्न कराओगे तो बढ़िया हो उसकी झिझक कम होगी वो,कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम से रिलेक्स हो के बनाो धीरे धीरे ह कोई दिक्कत नहीं,कोई बास अगर मान लो नखुला आ जाता है धार वगैरह तो उसे पन्नी भी फट्नेगा डर रहता है तो इसको पहनाए तो अच्छी तरह पहनाओ आराम से और रिलैक्स हो के बनाओ धीरे धीरे कोई दिक्कत नहीं,"कोई भी बात अगर वहां न खुला आ जाता है, को धार वगैरह तो उससे परेशानी भी पैदा हो सकती है। तो अगर इसको पहना है तो अच्छी तरह पहनाओ, आराम से रिलैक्स होकर बनाओ, धीरे-धीरे हो, कोई दिक्कत नहीं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा मैं ऐसे कह रही थी ये जो पाँच छः घंटे का जो समय आपने मेरे को बताया है इसमें थोड़ा देख लेना थोड़ा मेरा जल्दी हो जाए क्योंकि क्या है मेरे को घर बार छोड़ के आना पड़ेगा फिर मैंने बताया न आपको मैं बहुत दूर से आती हूँ तो थ्रेडिंग जो है वो तो जल्दी कर देंगे ना आप",अच्छा मैं ऐसे कह रही थी ये जो पाँच छः घंटे का जो समय आपने मेर को बताया है इसमें थोड़ा देख लेना थोड़ा मेरा जल्दी हो जाए क्योंकि क्या है मेर को घर बार छोड़ के आना पड़ेगा फिर मैंने बताया न आपको मैं बहुत दूर से आती हूँ तो मैं थ्रेडिंग जो है वो तो जल्दी कर देंगे न आप,हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज पड़ जाता है,हा नॉर्मल तरीके से पांच छह सेकेंड तो वैसे लगता है क्योंकि कोई बांस क्या टेढ़ा रहता है ना तो पन्नी बनाते है तो उसका धार फट़ जाता है,"हाँ, नॉर्मल तेरह से पाँच छः सेकेंड तो वैसे लगता है हाँ क्योंकि कोई बात क्या होता है ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार जड़ जाता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सर्दियों के अंदर ये भी है कि मौसम भी बहुत अच्छा रहता है फर्श ठंडा रहता है वन गर्मी नहीं लगती क्योंकि राजस्थान में हम रहते हैं तो राजस्थान में बहुत ज़्यादा गर्मी पड़ती है तो गर्मी से निजात पाने के लिए हमें सर्दी ही मौसम जो सर्दी का मौसम है वो बहुत अच्छा लगता है प्लस सर्दियों में इस तरीके के बहुत सारे व्यंजन बनते हैं जो हमें",सर्दियों के अन्दर ये भी है कि मौसम भी बहुत अच्छा रहता है फर्श ठंडा रहता है इवन गर्मी नहीं लगती क्योंकि राजस्थान में हम रहते है तो राजस्थान में बहुत ज़्यादा गर्मी पड़ती है तो गर्मी से निजात पाने के लिए हमें सर्दी मौसम जो सर्दी का मौसम है वो बहुत अच्छा लगता है प्लस सर्दियों में इस तरीके के बहुत सारे व्यंजन बनते है जो हमें,तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा दो से लेपआते हैं और बास खराब हो जाता है,तो जुम्मन में जाएगा तो इसको भी इसको फोल्ड कर देंगे तो यह मिट्टी बिलकुल मिट्टी के अंदर नहीं रहेगा मिट्टी में नहीं रहेगा तो दीमक का खतरा बिल्कुल नहीं रहेगा बांस का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैं तो मेरे राजस्थान की कहूँगा हो सकता है आपके राज्य के अंदर भी ऐसी हालत हो किसानों की क्या है कि महंगे भाव के किसान भाईं बास लेके आते हैं और करीबिन करीबन बास के ऊपर एक या दो परसेंट ले पाते हैं और बास खराब हो जाता है या,"तो जमीन में जाएगा तो इसको भी फॉल्ड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहीं रहेगा मिट्टी में रहेगा तो दीमक का खतरा बिल्कुल नहीं रहेगा बांस का और बांस की उम्र बढ़ जाएगी। भारत के अंदर बहुत सी ऐसी किसान मित्र हैं, मैं तो मेरे राजस्थान की कहूंगा, हो सकता है आपके राज्य के अंदर भी ऐसी हालत हो किसानों की, क्योंकि महंगे बांस की किसान भाई बांस लेकर आते हैं और करीब-करीब बांस के ऊपर एक-दो से लेप लगाते हैं और बांस खराब हो जाता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हमें कपड़ा अच्छा चाहिए मीडियम साइज का अगर थोड़े अगर ते अगर अच्छे मेटीरियल अच्छे मेटीरियल का क्लॉथ अगर लेते हो आप पंद्रह सौ में भी पड़ता है तो कोई बात नहीं क्योंकि एक साल तक वो बच्चे वो पहनेंगे",तो हमें कपड़ा अच्छा चाहिए मीडियम साइज का अगर थोड़े अगर ते अगर अच्छी मैटेरियल अच्छे मैटेरियल का क्लॉथ अगर लेते हो आप पंद्रह सौ में भी पड़ता है तो कोई बात नहीं क्योंकि एक साल तक वो बच्चे वो पहनेंगे,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,पाँच साल में होई पर पर जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पन्नी का अपन बाँस लगाए तो कितने साथ चलेगा छह महीने छह महीने चलेगा और अगर इस तकनीक से के बास को अपने काम में लें ये प्लास्टिक के जो पीवीस थेली है यह पहनाके अगर इस बास को काम में लेंगे तो ये कितने साल चलेगा चार से पांच साल चार से पाँच साल चल बिलकुल चलेगा तो ये देख लीजिये किसान भाई चार से पांच साल तक यह बास की कैपिसिटी उम्र बढ़ जाती है,जैसे अगर नॉर्मल बास को अगर बिना पन्नी का अपन बास लगाए तो कितने साल चलेगा और अगर इस तकनीक से बास को पन काम में ले ये प्लास्टिक की जो पीवीसी थैली है ये पहना के और इस बास को काम में लेंगे तो ये कितने साल चलेगा। ये दीजिए मेरे किसान चार से पाँच साल तक ये बास की कैपिसिटी उम्र बढ़ जाती है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी हमारे कुछ पसंदीदा गाने हैं वह हैं जैसे कि अरजितत सिंह जी के गाने हमें बहुत ही अच्छे लगते हैं",जी हमारे कुछ पसंदीदा गाने हैं वह हैं जैसे कि अर्जित सिंह जी के गाने हमें बहुत ही अच्छे लगतें हैं,तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो यह तकनीक क्या नाम बताया आपने रघुराज सिंह रघुराज सिंह जी बहुत तकनीक है,तो ये है तकनीक। क्या नाम बताने रुरासिंह गुरु सिंह जी की बहुत तकनीक है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
चित्रकला हमारे राजा राजपूतानों के सदस्य सदियों से चलती आ रही हैं",चित्रकला हमारे राजा राजपूतानों के सदस्य सदियों से चलती आ रही हैं,कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्ट राजपूत हो तो राजपूतों की इतनी एडवांस तकनीक से,कास्टराजपूतपतोराजपूतों की तनी तक एडवांस तकनीक सहै
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वो क लगाओगे भाऊ",वह क्या लगाओगे भाव,र येलोकी लगाओग कैन इसका वीडो,और ये लोकी लगाओ गे है न इसका वीडियो,र येलो की लगाओगे कैन इसका वीडियो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
फोर के वीडियो में बनाएंगे",फोर के वीडियो में बनाए,कम का वीडियो और बनाऊंगा आगे,हुकमका वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊँगा आगे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
देखिए य जो ऑफ़र इन्होंने पहले से लगा रखे हैं वही ऑफर्स पर हम आपको बता रहे हैं वैसे एक ऑफर और भी है आप अगर ये सारी सब्जी एक एक किलो खरीद रहे हैं और आपकी सब्ज़ी दस किलो होती है तो आपको उसके ऊपर ऑफ मिल सकता है",देखिए ये जो ऑफर इन्होंने पहले से लगा रखे हैं वही ऑफर्स पे हम आपको बता रहे हैं वैसे एक ऑफर और भी आप अगर ये सारी सब्जी एक एक किलो ख़रीद रहे हैं और आपके सब्जी दस किलो होती है तो आपको उसके ऊपर ऑफ मिल सकता है,और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़ का खेत है थोड़ा बहुत कमभी हो सकता है,और ये देख लीजिये बहुत तकनीक बहुत गजब की तकनीक लग रही है मतलब यह दस एकड़ का खेत है इनका करीबन करीबन समथिंग दस एकड़ का खेत है थोड़ा बहुत कम भी हो सकता है,और भी ये देख लीजिए बहुत तकनीक बहुत ही जबरदस्त की तकनीक लग रही है मतलब ये दस एकड़ का खेत है इनका करीब-करीब समथिंग दस एकड़ का खेत है थोड़ा बहुत कम भी हो सकता है
