One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो इसका बजट तो देखो भई छः से पाँच लाख तक हम देंगे तुमको और तीस मीटर रोड बनानी है",तो इस का बजट तो देखो भाई छः से पाँच लाख तक हम देंगे तुम को और तीस मीटर रोड बनानी है,जिस लीची के बाग को हम छह लाख सात लाख में बेचते थे उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और ये सिर्फ माइक्रो इरिगेशन की बदौलत था,जिस लीची के बाग को हम छह लाख सात लाख में बेचते थे उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और यह सिर्फ माइक्रो इरीगेशन के बदौलत था,"जिस लीची के बाग को हम छह लाख से सात लाख में बेचते थे, उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और ये सिर्फ माइक्रो इरिगेशन की बदौलत था।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पायम कितने",फाइनेन्स कितने में,डिपेंडिंग अपान डिस्टेंस पाइप का डायोमीटर चेंज है,डिपेंडिंग उपों डिस्टेंस पाइप का डायमीटर चेंज,डिपेंडिंग अपॉन डिस्टेंस पाइप का डायामीटर चेंज है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नहीं और कुछ नहीं चाहिए",नही और कुछ नहीं चाहिए,और बाकी कोई चीज में नहीं देना है,और बाकी कोई चीज में नही देना है है,और बाकी कोई चीज में नहीं देनी है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
डीज़ल डाल रहे हैं",डीज़ल डाल रहें हैं,डी बोरवेल पंप जिसमें,डी बोरवेल पम्प जिसमें,डी बोरवेल पंप जिसमें
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जिससे कि यदि रास्ते में किसी भी प्रकार की खराबी बाइक में आ जाती है तो उसे मैं ठीक कर सकूँ",जिस से कि यदि रास्‍ते में किसी भी प्रकार की ख़राबी बाइक में आ जाती है तो उसे मैं ठीक कर सकूँ,और उसको एडवांस मे पर्चेज करके रखना सोदैट की पीक सीजन में अगर कोई भी मोसीबत आए मशीन में तो उसका क्रिटिकल स्पेरपाटस हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग कोत हैं,और उसको एडवांस में पर्चेज करते रखना सो थाट की पीक सीजन में अगर कोई भी मुसीबत आए मशीन में तो उसका क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग खुद,और उसको एडवांस में पर्चेज करके रखना चाहिए ताकि पीक सीजन में अगर कोई भी मोसीबत आए मशीन में तो उसका क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग करते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हमको लोन चाहिए",तो हमको लोन चाहिए,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि उससे हमें प्रीमियम चाहिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खल हैं और",फल हैं और,बैललोर भेजे हैं और,बैंगलोर भेजे हैं और,बैंगलोर भेजे हैं और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दूसरी है",दूसरी है,और तीसरा,और तीसरा,और तीसरा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मिल सकती है",मिल सकती है,इनकम हो सकता है,इनकम हो सकता है,इनकम हो सकता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
यदि आप खेती करने के लिए बहुत इच्छुक हैं तो आपको मैं यही सलाह दूँगाा कि आपको सबसे पहले किसान बनना होगा और किसान बनने से पहले आपको जानना होगा कि गाँव में लोग किस तरीके से अपना जीवन जीते हैं",यदि आप खेती करने के लिए बहुत इक्षुक हैं तो आपको मैं यही सलाह दूँगा कि आपको सबसे पहले किसान बनना होगा और किसान बनने से पहले आपको जानना होगा कि गाँव में लोग किस तरीके से अपना जीवन जीते हैं,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइव चैनल को सब्सक्राइब और देखते रहिए हेलो किसान,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइक चैनल को सब्सक्राइब और देखते रहिये ये हेलो किसान,"और अगर खेती के बारे में और भी ज्ञान चाहिए तो इस वीडियो को लाइक करें, चैनल को सब्सक्राइब करें और देखते रहिए हेलो किसान।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और किसान सलाहकार से",और किसान सलाहकार से,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जैसे कि बरसात के मौसम में से पहले हम धान की बीज को एक खेत में घाटते हैं जब बीज का पौधा हो जाता है तो",जैसे की बरसात के मौसम में से पहले हम धान के बीज को एक खेत में गाड़ते हैं जब बीच का पौधा हो जाता है तो,सभी जगह पर बारिश के फोफन में जब नए पशु बाल अवस्था में जब पैदा होते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में जब पैदा हो ते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में पैदा होते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लेकिन उनमें से कुछ जो हैं वो हैं जैसे दूरदर्शन राजस्थान है",लेकिन उनमें से कुछ जो है वो है जैसे दूरदर्शन राजस्थान है,आपके काफी लेख दूषक जगत में दूरदर्शन में आकाशवाणी में और ्य,आपके लेख कृषक जगत में दूरदर्शन में आकाशवाणी में और अन्य,आपके काफी लेख दूषक जगत में दूरदर्शन में आकाशवाणी में और हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उसी हिंदी भाषा में ही उपयोग किया जाता है",उसी हिंदी भाषा में ही उपयोग किया जाता है,और काफी हिंदी प्रदेशों में भी देखा जा रहा है,और काफी हिनदी प्रदेशों में भी देखा जा रहा है,और कई हिंदी प्रदेशों में भी देखा जा रहा है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है डॉक्टर साहब आपके बाद देखो ट्राई करते हैं अब आपको कब दिखाने आना है हमको",ठीक है डॉक्टर साहब अब के बार देखो ट्राय करते हैं अब आप को कब दिखाने आना है हम को,हम आपसे डॉक्साब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर िसाब से पूछ सकेंगे,हम आपसे डक्टर साहब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर साथ से पूछ सकेंगे,हम आपसे डॉक्टर साहब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम में जब आप अपनी समस्याएं डॉक्टर साहब से पूछ सकेंगे।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और किसान सलाहकार से",और किसान सलाहकार से,किसान भाइयों पशुपालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,किसान भाइयों पशु पालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,"किसान भाइयों, पशुपालक भाइयों, सभी जो दर्शक हैं, जो मुझसे जुड़े हुए हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इसके अलावा उसको तकनीकी माध्यमों से भी जोड़ा जाना चाहिए जिसे किसानों को और गवों को उसका फायदा मिल सके",इसके अलावा उसको तकनीकी माध्यमों से भी जोड़ा जाना चाहिए जिससे किसानों को कामों को उसका फायदा मिल सके,इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं आधुनिक जानकारियां हैं उससे पशुपालकों और किसानों को दोचार कराना,इस माध्यम के जरिेये जो वैज्ञानिक जानकारिया हैं आधुनिक जानकारियाँ हैं उसे पशुपालकों और किसानों को दोचार कराना,"इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं, आधुनिक जानकारियां हैं, उनसे पशुपालकों और किसानों को दो-चार कराना चाहिए।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैं यह ज़रूर बताना चाहूगी कि जो नवजात शिशु होते हैं जो छोटे बच्चे होते हैं वो",हाँ मैं ये ज़रूर बताना चाहूँगी कि जो नवजात शिशु होते हैं जो छोटे बच्‍चे होते हैं वो,जैसा कि सचिन भाई ने बताया कि यदि नौजात शिशु आज से नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज से नहीं होंगे या हम उनको ज़िंदा नहीं रख पाएंगे तो कल के
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी जी सर मैं बोल रही थी आप पहले स््लाइड वाला बना देते कं्प्यूटर प्रोजेक्टर के जैसा तो प्रोजेक्टर के माध्यम से थोड़ा आसान हो जाता है बताना और फिर उसके बाद आप राइटिंग वाला वर्क कीजिए",जी जी सर मैं बोल रही थी आप पहले स्लाइड वाला बना देते कंप्यूटर प्रोजेक्टर के जैसा तो प्रोजेक्टर के माध्यम से थोड़ा आसान हो जाता है बताना और फिर उसके बाद आप राइटिंग वाला वर्क कीजिए,सबसे पहले जो आप स्लाइड देखेंगे मैं क स्क्रीन शेयर कर रहा हूँ उसमें आपको नजर आएगा,सबसे पहले जो आप स्लाइड देखेंगे मैं स्क्रिन सेयर कर रहा हु उसमें आपको नजर आएगा,सबसे पहले जो आप स्लाइड देखेंगे मैं स्क्रीन शेयर कर रहा हूँ उसमें आपको नजर आएगा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बहुत ही अधिक मृत्यु हुआ था जानवरों का",बहुत ही अधिक मृत्यु हुआ था जानवरों का,पालन का काम कर रहा है खास तौर से भैसओं में नौजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम म कर रहा है खासतौर से भैसों में नौवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम कर रहा है खास तौर से भैंसों में नवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है देखते हैं हम बता देंगे आपको ऐसा हुआ जैसा",ठीक है देखते हैं हम बता देंगे आपको ऐसा हुआ जैसा,एक के बाद एक हम चर्चा करें कि च्यों ऐसा होता है सबसे पहले हम बात करते हैं कि भैसों की स्थिति क्या है,एक के बाद एक म चर्चा करें कि कयों ऐसा होता है सबसे पहले हम बात कहते हैं कि भैसों की स्थिति क्या है,एक के बाद एक हम चर्चा करें कि क्यों ऐसा होता है। सबसे पहले हम बात करते हैं कि भैंसों की स्थिति क्या है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारे यहाँ जितने भी व्यक्ति उनमें से बहुत कमी व्यक्ति ऐसे हैं जो कि अपने यहाँ से छोड़ कर",हमारे यहाँ जितने भी व्यक्ति है उनमें से बहुत कभी व्यक्ति ऐसे हैं जो कि अपने हाथ से छोड़कर,ह भैसो और भैसों की संख्या में पूरे विश्व में प्रथम है कोई ये पहला पायतान यहीं जाकर क्षमता नहीं है,हम भैसों हम और भैसों की संख्या में पूरे विश्व में प्राथमिक है और ये पहला पायदान यही ज्याद कर क्षमता नहीं है,यह भैंसों और भैसों की संख्या में पूरे विश्व में प्रथम है। कोई भी यह पहला पायदान यहीं जाकर क्षमता नहीं है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और विकास के रास्ते को आगे बढ़ाने का प्रयास किया है और नई नई खोजों के माध्यम से विश्व स्तर पर भारत का डंका बजाने का काम किया है",आगे विकास के रास्ते को आगे बढ़ाने का प्रयास किया है और नई नई खोजों के माध्यम से विश्व स्तर पर भारत का डंका बजाने का काम किया है,हम दु्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत ेक क्रांति की जो पताका है उसको फहरा रहा है,हम दुग्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत श्वेक्रांति के जो पताका है उसको ठहरा रहा है,"हम दूध उत्पादन में भी पहले नंबर पर हैं। पूरे विश्व में भारत एक क्रांति की जो पताका है, उसको फहरा रहा है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भारत में अस्सी से नब्बे प्रतिशत खेती",भारत में अस्सी से नब्बे प्रतिशत खेती,भारत में पूरे मुल्ख में पिचपन प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है,भारत में पूरे मूल्क में प्रतिशत से ज्यादा हिस्सा भैसों के जरिए आता है,भारत में पूरे मुल्क में पचपन प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है और वो दूध वाली आती है न एक दूध वाली जो स्वाद की आती है एक आइसक्रीम वो है आपके पास में",ठीक है और वो दूध वाली आती है न एक दूध वाली जो स्वाद की आती है एक आइसक्रीम वह है आपके पास में,स्थानीय है और वो दूध देने वाली नसले तह ही नहीं ज्यादातर नसले हमारे,स्थानीय हैं और वो दूध देनेवाली नसल है नही नहीं ज्यादातर मसले हमारे,"स्थानीय है और वो दूध देने वाली नस्लें नहीं, ज्यादातर नस्लें हमारे"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ज़रूरी नहीं है कि नुस्कों के ऊपर स्वाद अच्छा हो खाने का क्योंकि नुस्को नुस्को के अलावा भी जैसे कि",ज़रूरी नहीं है कि नुस्को के ऊपर स्वाद अच्छा हो खाने का क्योंकि नुस्को नुस्को के अलावा भी जैसे की,स्वाद में थोड़ा सा प्रेशो के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि,स्वाद में थोड़ा सा भैसों के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि,स्वाद में थोड़ा सा प्रेशर के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैं यह ज़रूर बताना चाहूगी कि जो नवजात शिशु होते हैं जो छोटे बच्चे होते हैं वो",हाँ मैं ये ज़रूर बताना चाहूँगी कि जो नवजात शिशु होते हैं जो छोटे बच्‍चे होते हैं वो,और सबसे इंपोर्टेंट बात तो आज हम चर्चा करने वाले हैं कि बैसों के पारे पाियों में शिशुओं में वस्तों में,और सबसे इंप्रूवमेंट बात तो आज हम चर्चा करने वाले हैं कि पैसों के पाड़े पाडियों में शिशुओं में बच्चो में,और सबसे इंपोर्टेंट बात तो आज हम चर्चा करने वाले हैं कि बैसों के बारे में शिशुओं में वस्तुओं में
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पता मेरा यहीं का ही है आपके पास में आप ज़्यादा दूरी पर नहीं है मालवय नगर में मैं रहती हूँ तो आप मुझे वहाँ भिजवा दीजिए आप कब तक आ जाएंग",पता मेरा यहीं का ही है आपके पास में आप ज़्यादा दूरी पर नहीं है मालवीय नगर में मैं रहती हूँ तो आप मुझे वहाँ भिजवा दीजिए आप कब तक आ जायेंगे,हमारे एक मालवी में कहा बचे हम मालवा में गाँव में जाते हैं तो हम बात करतेमालवा वासियों से,हमारे मालवे ने कहावत हम मालवा में गांव में जाते हैं तो ह बात करते मालवा वासियों से,हमारे एक मालवा में कहा bache हैं। हम मालवा के गाँव में जाते हैं तो हम बात करते हैं मालवा वासियों से।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सैंतीस तक की ही मृत्यु हुई है और इसमें मृत्यु दर में भी काफ़ी गिरावट आई है और जहाँ पर महिलाओं के जो प्रसव की जो समस्याएं हैं उस प्रसव के समस्याओं में भी उनमें",सैंतीस तक की ही मृत्यु हुई है और इस में मृत्युदर में भी काफ़ी गिरावट आई है और जहाँ पर महिलाओं के जो प्रसव की जो समस्याएँ हैं उस प्रसव के समस्याओं में भी उन में,जो चालीस प्रतिशत जो मौतें होती है वो ये हती कि जो फैस से माता से जो बच्चा पड़ रहा है,जो चालीस प्रतिशत जो मौतें होती हैं वो ये होत क जो भैंस से माता से जो बच्चा पल़ रहा है,जो चालीस प्रतिशत जो मौतें होती हैं वो ये हैं कि जो फैस से माता से जो बच्चा पैदा हो रहा है
