One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पच्छा",अच्छा,एनटीथरीफ टलाम यूएसपी चार्जिंग पोर्ट क्रूस कंट्रोल लू मेटरी अलक सिस्टम एलईडी हेडलाइफ्स पीछे की तरफ बन दिया गया है,एंटी थेफ्ट अलार्म यूएसबी चार्जिंग पोर्ट क्रूस कंट्रोल लो बैटरी अलर्ट सिस्टम एलइडी हेडलाइट्स पीछे की तरफ बल्ब दिया गया है,"एनटीएचरीफ टलाम यूएसपी चार्जिंग पोर्ट क्रूज़ कंट्रोल, लूमैट्री, आल्क सिस्टम, एलईडी हेडलाइट्स पीछे की तरफ बन दिए गए हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं डी पी क्रीम साबुन डिस्पेंसर को अपनी वस्तुओं की सूची से हटाना चाहता हूँ",मैं डी पी क्रीम साबुन डिस्पेंसर को अपनी वस्तुओं की सूची से हटाना चाहता हूँ,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड केयर इस एक सौ पैंसठ मिलीमीटर के अलावा स्कूट की वजन पचहत्तर किलोग्राम है,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड क्लीयरेंस एक सौ पैंसठ मिलीमीटर के अलावा स्कूटर की वजन पचहत्तर किलोग्राम है,एक हजार एक सौ पैंसठ मिलीमीटर और ग्राउंड केयर इस एक सौ पैंसठ मिलीमीटर के अलावा स्कूट का वजन पचहत्तर किलोग्राम है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अध्ययन कराया जाता है और यह बहुत ही अच्छे हैं यहाँ पर बाहर से विद्यार्थी आते हैं पढ़ने के लिए यहाँ पर रहने की भी सुविधाएं हॉस्टल से और यह अच्छी अध्ययन करवाता है",अध्‍ययन कराया जाता है ओर यह बहुत ही अच्‍छे हैं यहाँ पर बाहर से विद्यार्थी आते हैं पढ़ने के लिए यहाँ पर रहने की भी सुविधा है हॉस्‍टल्स हैं और यह अच्‍छी अध्‍ययन करवाता है,वहीं आगे और पीछे की ओर हाइड्रोनिक वही बेहतर ब्रेकिंग सिस्टम के लिए हाद से डिस्कप्रेक दिया गया है,वहीं आगे और पीछे की ओर हाइड्रोलिक वही बेहतर ब्रेकिंग सिस्टम की लिहाज से डिस्क ब्रेक दिया गया है,वहीं आगे और पीछे की ओर हाइड्रोनिक वही बेहतर ब्रेकिंग सिस्टम के लिएhão से डिस्क ब्रेक दिया गया है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
है ना आ जाओगे सही",है न आ जाओगे सही,बावन हजार नौ सौ रुपये एक्स शोरन की शुरूआती कीमत से लेकर,आप बावन हजार नौ सौ रुपए एक्स शोरूम की शुरुवाती कीमत से लेकर,बावन हजार नौ सौ रुपये एक्स शोरूम की शुरुआती कीमत से लेकर
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और बहुत ही अच्छा पार्लर है फैसिलिटीज़ गुड इनविल फाइन विदर्",और बहुत ही अच्छा पार्लर है फेसिलिटीज़ आर गुड एंड विल फाइन विद अस,हालांकि इस फाइनल्स प्लान के बारे में अधिक जानकारी आपको बाइट देखो गी वेबसाइट पर मिल जाएगी मीडिया को लाइक करें,हालांकि इस फाइनेंस प्लान के बारे में अधिक जानकारी आपको बाइक देखो कि वेबसाइट पर मिल जाएगी विडियो को लाइक करें,हालांकि इस फाइनल्स प्लान के बारे में अधिक जानकारी आपको हमारी वेबसाइट पर मिल जाएगी। मीडिया को लाइक करें।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सर उस डिलीवरी पार्टनर का व्यवहार बहुत ही खराब है मुझे उसके विषय में शिकायत करनी है क्योंकि वह जब मेरे लिए ऑर्डर डिलीवर करने आया था तो उसने मुझसेे अनुचित भाषा में बात की और",सर उस डिलीवरी पार्टनर का व्यवहार बहुत ही ख़राब है मुझे उसकी विषय में शिकायत करनी है क्योंकि वह जब मेरे लिए ऑर्डर डिलीवर करने आया था तो उसने मुझसे अनुचित भाषा में बात की और,कमेंट करे शेयर करें और सब्स्क्राइब जरूर करें,कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,"कमेंट करें, शेयर करें और सब्सक्राइब जरूर करें।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी मेरा अनुभव यह रहा कि मेरा जो पहला कपड़ा आया था वो काफ़ी अच्छा था उसका नाव और उसकी बनावट काफ़ी अच्छी थी जब मैंने उसे पहन के देखा तो वो मुझ पर काफ़ी अच्छा दिख रहा था और",जी मेरा अनुभव यह रहा कि मेरा जो पहले कपड़ा आया था वो काफ़ी अच्छा था उसका नाप और उसकी बनावट काफ़ी अच्छी थी जब मैंने उसे पहन के देखा तो वो मुझ पर काफ़ी अच्छा दिख रहा था और,नमस्कार आशा करते हैं कि आप सब लोग ही लैम बना रहे होंगे और जैसे जैसे दिवाली पास आरी आा,नमस्कार आशा करते हैं कि आप सब लोग ही लैम्प बना रहे होंगे और जैसे जैसे दिवाली पास आ रही है आपका,नमस्कार आशा करते हैं कि आप सब लोग ही तैयार बना रहे होंगे और जैसे-जैसे दिवाली पास आ रही है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हैेलो",हैलो,डिस्क्रिप्शन बॉक्स में जो लिंक दिया है वहां से इसके मीडिएफ को डाउनलोड कर लें और उसकी दस कोपी निकाल,डिस्क्रिप्शन बॉक्स में जो लिंक दिया है वहां से इसकी़ पीडीएफ को डाउनलोड कर लें और उसकी दस कॉपी निकाल ले,"डिस्क्रिप्शन बॉक्स में जो लिंक दिया है, वहां से इसके PDF को डाउनलोड कर लें और उसकी दस कॉपी निकालें।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नहीं जीतगीे तो भी ठीक है लेकिन हमारे फायदा तो इसमें घाटा कहीं नहीं होता जबकि हमें हानि नहीं मिलेगा उसको चलाते समय हम हम ही को फायदा होगा कि हम उसको चलाएं एक्सरसाइज हुआ हमारा घर बैठलने से कोई मतलब नहीं होता कुछ न कुछ एक्सरसाइज या खेल",नहीं जीतेंगे तो भी ठीक है लेकिन हमारा फ़ायदा तो है इसमें घाटा कही नहीं होता जबके हमें हानि नहीं मिलेगा उसको चलाते समय हमें हम ही को फ़ायदा होगा हम उसको चलायें एक्सरसाइज़ हुआ हमारा घर बैठने से कोई मतलब नहीं होता कुछ न कुछ एक्सरसाइज़ या खेल,ोय बहुत ही खूबसूरत लगबरके तैयार हो गया ै और जइता सबरी लाइ पछकी,तों ये बहुत ही खूबसूरत लैम्प बनके तैयार हो गया है और जितना सुंदर ये लैम्प है उतनी सुंदर इसके पीछे की गणित,वो बहुत ही खूबसूरत लगबरके तैयार हो गया है और जैसे सबरी लाई बच्ची।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ",हाँ,लैबीस टाइमिलर फेसेस से मिल के बना हुआ है और इसको आइकोसा एडरम भी हम इसीलिए बोलते हैं क्योंकि आइकोस,तों ये लैम्प बीस टाइमलर फेसेस से मिलके बना हुआ है और इसे आइकोसा हेडरन भी हम इसी लिए बोलते हैं क्योंकि आइकोसा,लैबीस टाइमिलर फेसेस से मिलके बना हुआ है और इसको आइकोसाhedron भी हम इसी लिए बोलते हैं क्योंकि आइकोस
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कारणों की यात्रा करते हैं कहीं जाने फिरने या घूमने समय यात्रा बहुत अच्छा लगता है यात्रा करने समय हम लोग",कारणों की यात्रा करते हैं कहीं जाने फिरने या घूमने समय यात्रा बहुत अच्छा लगता है यात्रा करने समय हम लोग,मतलब बीस और हाइड्रा मतलब थ्रीसि्सुलिस के हर वटएक्सपर पांच इक्वुलेटेड ड्राइंगिलाकि मिल टराऔर इससे पहले हमने,मतलब बीस और हेडरन मतलब फेसेस और इसके हर वरटैक्स पे पांच इक्वीलेटर ट्राइंगल आ कर मिल रहे है और इसे पहले हमने,मतलब बीस और हाइड्रा मतलब थ्रीसिसुलिस के हर वातेक्सपर पांच इक्वुलेटेड ड्राइंगिलाकि मिलतराऔर इससे पहले हमने
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जिस चीज़ों को वो लोग यूज़ करते थे वो सारी चीज़ें मौजूद हैं और मतलब उनके जो कुछ कुछ उनके साथ जो लोग रहते थे उन लोगों का स्केलटन मिला हम लोगों को फौसल मतलब बहुत पुराने जगह के जो निशान रहते हैं उनके हाथों के निशान पैरों के निशान यह सारी चीज़ें",जिस चीज़ों को वो लोग यूज़ करते थे वह सारी चीज़ें मौजूद हैं और मतलब उनके जो कुछ-कुछ उनके साथ जो लोग रहते थे उन लोगों का स्केलेटन मिला है हम लोगों को फॉसिल मतलब बहुत पुराने जगह के जो निशान रहते हैं उनके हाथों के निशान पैरों के निशान ये सारी चीज़ें,और जो और ाएाबनाए था उसकी हरवरटैक्स पे चार इक्वुलेटे ट्राइमसाकेऔर आ जो आइकोसा बनाा है उसकी हरवर टैक्स,और जो ऑप्टा हेडरन बनाया था उसके हर वरटैक्स पे चार इक्विलेटर ट्राइगल्स आकर मिल रहे थे और आज जो आइकोसा बनाया है उसके हर वरटैक्स,और जो आइडिया बनाया था उसकी हरवेरटैक्स पे चार इक्वालेंट ट्राइमसाक हैं और जो आइकोन सा बना है उसकी हरवेर टैक्स।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो दूसरा स्पोर्ट्स क्लब है वहाँ पर लगभग सभी लोगों की",जो दूसरा इस्‍पोर्ट्स क्‍लब है वहाँ पर लगभग सभी लोगों की,ये जो एंगल है वो सिक्सटी डिग्री का है और अगर सिक्सटाइम सिक्सटी करेंगे तो थ्री सिक्सटी होगा तोये,ये जो एंगल है वो सिक्स्टी डिग्री का है और अगर सिक्स टाइम सिक्सटी करेंगे तो थ्री सिक्स्टी होगा तो ये,ये जो एंगल है वो साठ डिग्री का है और अगर साठ बार साठ करेंगे तो तीन सौ साठ होगा तो ये
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मेर हमारीे रनिंग भी बनानी है",मेरे हमारे रेनिंग भी बनानी है,ये बाहर माइकोसा है और इसके हमने फेसेस के मिड पॉइंट्स को मिला दिया तो इसके अंदर बैठा है डोडे का तो,ये बाहर आइकोसा है और इसके हमने फेसेस की मिड पवॉइंट्स को मिला दिया तो इसके अंदर बैठा है डोडे का तो,ये बाहर माइकोसा है और इसके हमने फेसिस के मिड पॉइंट्स को मिला दिया तो इसके अंदर बैठा है डोडे का तो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और गैस सिलेंडर गैस सिलेंडर से हम गैस भी जलाते हैं जिससे पहले जमाने में झूले जलाते थे उसमें लकड़ी कंधे जलाते थे तो वायु प्रदूषण होता है तो और फ्र उससे वायु प्रदूषण नहीं होता है और",और गेस सिलेंडर गेस गैस सिलिंडर से हम गेस भी जलाते हैं जिससे पहले ज़माने में चूल्हे जलाते थे उसमें लकड़ी कंडे जलाते थे तो वायु प्रदूषण होता है तो और फिर उससे वायु प्रदूषण नहीं होता है और,इनको हम डो स्ट्रक्चर करते है जो हमने पिछे आतेसोटे की बात कएक ओर काफी मजेदार बात ै,इनको हम ड्यूअल स्ट्रक्चर कहते है जो हमने पिछले एपिसोड्स में भी बात करी थी एक और काफी मजेदार बात ये है,इनको हम दो स्ट्रक्चर करते हैं जो हमने पिछे आते जाते की बात की एक ओर काफी मजेदार बात है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अवस्थितव ख़त्म हो रहा है धीरे धीरे हिंदी भाषा कुछ दिनों में ऐसे विलुप्त हो जाएगी और ये भी एक पुरानी प्राचीन भाषा की तरह यह रह जाएगी",अब अस्तित्‍व ख़त्‍म हो रहा है धीरे-धीरे हिन्‍दी भाषा कुछ दिनों में ऐसे विलुप्‍त हो जाएगी और ये भी एक पुरानी प्राचीन भाषा की तरह ये रह जाएगी,कि इन दोनों कोनों कोइन दोनों कोनों से जोड़ दें यानि डाइगडली अपोजिट ोनो क गर ह जो,कि अगर इन दोनों कोनों को हम इन दोनों कोनों से जोड़ दे यानी डाइग्नोली अपोजिट कोनों का अगर हम जोड़,कि इन दोनों कोनों को इन दोनों कोनों से जोड़ दें यानी डायगोनली अपोजिट कोनों का गर है जो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हंद",जी,मेरी क चीज देखी थी क क्यूट के जो रैक्टिंगलस थे वो वने सोरोटू के रेशयो में थी और जो,में भी एक चीज देखी थी कि क्यूब के जो रेक्टेंगल्स थे वो वन इज टू रूट टू रेशों में थे और जो,मेरी एक चीज देखी थी कि क्यूट के जो रेक्टांगल्स थे वो बनी सौरटू के रेशों में थी और जो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वह सनक्रूज मामले के संबंध में बुधवार को फ्लोरिडा की एक अदालत में पेश होने वाले हैं",वह सनक्रूज़ मामले के संबंध मे बुधवार को फ्लोरिडा की एक अदालत में पेश होने वाले हैं,ोरो कैसे बनती है कि अगर हम इसकी लैंथ को वन थर्ड काट दें तो हमें जो शेप मिलेगा,और वो कैसे बनती है कि अगर हम इसकी लेंथ को वन थर्ड काट दें तो हमें जो शेप मिलेगा,गोलो कैसे बनती है कि अगर हम इसकी लंबाई को वन थर्ड काट दें तो हमें जो शेप मिलेगा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा चलो ठीक है तो मैं फिर आके देखता हूँ",अच्छा चलो ठीक है तो मैं फिर आ कर देखता हूँ,वो हमारी फडबऑटो जीडैसिक डॉनस ंे उनका बेसिक स्ट्रक्चर भी माइक्रोसा हेडरनिंग होता है और हमने हमारी लैब,तों वो हमारी फुटबॉल होती है और जो जियोडेसिक डोंम्स बनती हैं उनका बेसिक स्ट्रक्चर भी आइकोसा हेडरन ही होता है और हमने हमारी लैब,वो हमारी फड़बॉटो से जैडैसिक डॉन्स में उनका बेसिक स्ट्रक्चर भी माइक्रोसॉफ्ट हेडरिंग होता है और हमने हमारी लैब
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हम बहुत सारे भारी भर कम चीज़ों को एक दूस जगह से दूसरी जगह पहुँचा सकते हैं जैसे हमें घर बनाना है तो हम उसमें ईटें",हम बहुत सारे भारी भरकम चीज़ों को एक दूसरी जगह से दूसरे जगह पहुँचा सकते हैं जैसे हमें घर बनाना है तो हम उसमें ईटें,चर्चा होक,चर्चा हम करेंगे,चर्चा होकर
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैम मुझे इस लाइन में सात साल हो गए हैं",मैम मुझे इस लाइन में सात साल हो गए हैं,तीकागेज का ूसर लैब मंगे तैयार है और य जो बना है बना है हमने पहले लाइम बनाएै,तों ये कागज का खूबसूरत लैम्प बनके तैयार है और ये जो बना है वो बना है हमने पहले लैम्प बनाया,"तीकागेज का सैंपल लैब में तैयार है और यह जो बना है, बना है। हमने पहले लाइम बनाए।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इन त्योहारों को मनाने के लिए हमें छुट्टियाँ भी मिलती हैं होली जो है वो रंगों का त्योहार है जिसप एक दूसरे को रंग लगाकर कर इस त्योहार को मनाया जाता है रक्षाबंधन भाई बहन का त्योहार है जिसमें कि बहन भाई की कलाई पर राखी बांधकर इसको मनाते हैं",इन त्योहारों को मनाने के लिए हमें छुट्टियां भी मिलती हैं होली जो है वो रंगों का त्योहार है जिसपे एक दूसरे को रंग लगाकर इस त्योहार को मनाया जाता है रक्षाबंधन भाई बहन का त्योहार है जिसमें की बहन भाई की कलाई पर राखी बांधकर इसको मनाते हैं,तीन लैमम अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सजाते रहेे सुंदर लैब से,आखिर के तीन लैम्प हम अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सजाते रहिए सुंदर लैम्प से,तीन लैमप अगले तीन दिनों में बनाएंगे और तब तक के लिए अपने घर को सजाते रहें सुंदर लैब से
