Ourmodel,Hypothesis,Predictions
तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,तो अब यह देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने देख लीजिए ये रोल है ये रोल लगा रखा है यह देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से बासको में बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया
कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम से  रिलेक्स हो के बनाो धीरे धीरे ह  कोई दिक्कत नहीं,कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम से  रिलेक्स हो के बनाो धीरे धीरे ह  कोई दिक्कत नहीं,कोई बास अगर वहां में नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम से रिलेक्स हो के बना धीरेधीरे ह कोई दिक्कत नहीं है
हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज पड़ जाता है,हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज पड़ जाता है,नॉर्मल तेरह से पांच छह सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होता ट्रेडर रहता है न तो पन्नी पराते हैं तो उसका धार ज पड़ जाता है
तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका राज्य के  अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा दो से लेपआते हैं और बास खराब हो जाता है,तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका राज्य के  अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा दो से लेपआते हैं और बास खराब हो जाता है,तो जमन में जाएगा तो इसको भी इसको फॉल कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल ने रेगाबास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाईबास लेके आते हैं और करीब करीब बबास के ऊपर एक दो से लेप आते हैं और बास खराब हो जाता है
जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान  चार से ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान  चार से ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गरबास को पन काम में ले यह प्लास्टिक की जो पीवीसीथीली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा तब ये दे लीजें मेरे किसान चार से पचास साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है
तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,यह है तकनीक का नाम बताने रूरासिंरगुरा सिंह जी की बहुत तकनीक है
कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्टराजपूतोराजपूतो का तनी तक एडवांस टकनीक सौंपा
र येलोकी लगाओग कैन इसका वीडो,र येलोकी लगाओग कैन इसका वीडो,यह लोगों की लगाओग कैन इसका वीडियो
कम का वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊंगा आगे
और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़ का खेत है थोड़ा बहुत कमभी हो सकता है,और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़ का खेत है थोड़ा बहुत कमभी हो सकता है,और भी यह देख लीजिए बहुत तकनीक बहुत ही घसरो की टकने के लग रही है मतलब ये दस एकड़ का खेत है इनका करीब करीब समथिंग दस एकड़ का खेत है थोड़ा बहुत कमभी हो सकता है
एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के पास मेंी है,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के पास मेंी है,एवरेज उसे बता रहा हूं मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे ही लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के पास में है
तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर रैली
करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट का बांस ए देो सात सवासात फुट का  चाहिए इस बास की और जमीन की गर में कितना कडा ह,करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट का बांस ए देो सात सवासात फुट का  चाहिए इस बास की और जमीन की गर में कितना कडा ह,करीब गरीब मैं सात फुट ये मानालो मैं छः फिट दशमलव छह फिट एक इंच का बूथ में तो यह दे दी जाये सात फिट का बांस ए देर सात सवासात फुट का चाहिए इस बास की और जमीन की गर में कितना कड़ा है
तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया  ये देख लीजिए आप ये ै दस फुट का बासखड़ा ो रे वा,तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया  ये देख लीजिए आप ये ै दस फुट का बासखड़ा ो रे वा,तीन फिट तेईस पीड आ जमीन की गैराय के अंदर है मतलब टोटल बास हो गया ये दस फुट का बास हो गया यह देख लीजिए आप ये दस फुट का बासखड़ा रेवा
के देखो,के देखो,इसके देखो
ये दस फुट का बास हो गया ये देख,ये दस फुट का बास हो गया ये देख,ये दस फुट का बास हो गया
एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ दिनां क्या ोरला,एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ दिनां क्या ोरला,एक खर्चा ह तो है बास्कों का किसान अगर थोड़ा साडा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ दिन क्या रोकेगा
और दिनांक है,और दिनांक है,और दिनांक है
तो,तो,इसके लिए
मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाए एफआरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा
हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ईचैनल में
और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और यह छोटा सा निकल रहा है ये देखिए लौटे
चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकल आये हैं दो पौधे हमने निकाल लिए थे ये पौधा हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे
निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर ो,निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर ो,निकाले थे इतने इते बड़े मने पौधे नि काले थे तब यहां पर हम ने केवल एक पौधा ये छोड़ा था और वो जो आपको हम वीडियो दिखा रहे हैं उसमें देखे कितना बड़े बड़े पौधे हो गये और नये पौधे निकल आये हैं तो अगर आपका पौधा जो है वो छह महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोष करें कि सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगे
वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स  से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता है इसका वीडियो हम जल्दी ही आपको देंगे,वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स  से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता है इसका वीडियो हम जल्दी ही आपको देंगे,वहीं आप ध्यान रखें कि जब आप पहली बार तो जब आप नया पप्स से निकाल लेते हैं तो उसके बाद बहुस ही आसानी से निकालें चा कोसकी याता से इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज है वो नहीं कटना चाहिए और जब जबा आप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या कमपोस्ट की खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता है इसका वीडियो हम जल्दी ही आपको देंगे
उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,उसमें आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किसी तरीके से लगाते हैं तो वो हेल्दी चलता है और किस तरीके से एक खराब हो जाता है वोट में आपको वीडियो देंगे
ये,ये,यह
यह गजेंद्र भाई,यह गजेंद्र भाई,यह गजेन्द्र भाई
इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी है
लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,लम्बी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ है ऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा के लिए उन्हें इंजेक्शन दवाइयां देने के लिए
गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक बचाते ै,गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक बचाते ै,गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेन्द्र अब तक एक सौ पचास से दो सौ गो माताओं तक बचाते थे
अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दो नहीं जब लमकी नाम की बीमारी हरेगी गमाता जीतेगी
लमबी से पीड़ित गायों की सेवा में निकलए भार सी राजपुरोही यूरिया पारिक और शैलसिं की टीम इसवक्त जगत जगह गोपालकों को दवाइयां बाट थी जहां गायं बीमार दिखती हैं,लमबी से पीड़ित गायों की सेवा में निकलए भार सी राजपुरोही यूरिया पारिक और शैलसिं की टीम इसवक्त जगत जगह गोपालकों को दवाइयां बाट थी जहां गायं बीमार दिखती हैं,लम्बी से पीड़ित गायों की सेवा में निकलये भारसी राजपुरोही यूरिया पारिक और शैलसिं की टीम इस वित्त जगत जगह गोपालकों को दवाईयां पड़ थी जहां गांव बीमार दिखती हैं
