Ourmodel,Hypothesis,Predictions
ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका,ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका,नहीं रहेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र हैं मैं तो मेरे राजस्थान की कहूँगा हो सकता है आपका
राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा,राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा,राज्य के अंदर भी ऐसी हालत हो किसानों की क्या है कि महंगे बाँव की किसान भाई-बाँव लेके आते हैं और क़रीबम-क़रीब बाँव के ऊपर एक
दो से लेपआते हैं और बास खराब हो जाता है,दो से लेपआते हैं और बास खराब हो जाता है,दो से ले पाते हैं और बास ख़राब हो जाता है
जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने साल हेगा और अगर इस टकनी से अगर बास को अपन काम में ले
ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से,ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से,ये प्लास्टिक की जो पी वी सी थ्री है ये पहना के और इस बास को काम में लेंगे तो ये कितने साल चलेगा साथ ये दे लीजिए मेरे किसान चार्जेस
ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,पाँच साल तक ये बास की कैपिसिटी उम्र बढ़ जाती है
तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो ये है तकनीक का नाम बताने गुरा सिंह गुरा सिंह जी की बहुत तकनीक है
कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,अच्छा राजपूत राजपूत तो राजपूत का अच्छा नहीं तो एडवांस अच्छा नहीं सर
र येलोकी लगाओग कैन इसका वीडो,र येलोकी लगाओग कैन इसका वीडो,और ये लोकी लगाओगे इसका भेजो
कम का वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊंगा आगे,कम का वीडिओ और बनाऊँगा आगे
और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़,और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़,और भी ये देख लीजिए बहुत तकनीक बहुत ही घर सबकी तकनीकी लग रही है मतलब ये दस एकड़ का खेत है इनका करीबम-करीबम समथिंग दस एकड़
का खेत है थोड़ा बहुत कमभी हो सकता है,का खेत है थोड़ा बहुत कमभी हो सकता है,आपका खेत है थोड़ा बहुत कम भी हो सकता है
एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीक से ये लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गाँव के
पास मेंी है,पास मेंी है,पास मे ही है
तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनीक लगी आपके मन के अंदर है
करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट,करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट,करीब घर में सात फीट ये मान लो मैं छः फीट एक एट दो इंच का मैं छः फीट एक इंच का मैं छः फीट एक इंच का मैं तो ये दे दीजिए सात फीट
का बांस ए देो सात सवासात फुट का चाहिए इस बास की और जमीन की गर में कितना कडा ह,का बांस ए देो सात सवासात फुट का चाहिए इस बास की और जमीन की गर में कितना कडा ह,सात सौ का बाँस एक दो सात सौ सात फूड का चाहिए इस बाँस की और जमीन के घर में कितना खड़ा है
तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया ये देख लीजिए आप ये ै,तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया ये देख लीजिए आप ये ै,तीन फीट टाइम फीट है आप जमीन की हो रहा है इसके अंदर है मतलब टोटल बास हो गया ये दस फूल का बास हो गया ये देख लीजिए आप ये
दस फुट का बासखड़ा ो रे वा,दस फुट का बासखड़ा ो रे वा,दस रुपए पाँच सौ का पाँच का हो रहा है
के देखो,के देखो,ओके देखो
ये दस फुट का बास हो गया ये देख,ये दस फुट का बास हो गया ये देख,ये दस फुट का बारह हो गया ये देख
एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ,एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ,एक खर्चा है तो है बासठ का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छा है
दिनां क्या ोरला,दिनां क्या ोरला,इनका हो रहा है
और दिनांक है,और दिनांक है,और दिनांक है
तो,तो,तो
मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाएगा फरवरी के अंदर एंड फरवरी के अंदर तो लग जाएगा आपका है ना और फिर ये सर कब तक चलेगा
हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर में ही चैनल में
और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और ये छोटा सा निकल रहा है ये देखिए ओला
चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकल आए हैं दो पौधे हमने निकाल लिए थे ये पौधा फिर हमने छोड़ा था ये देखिए दोस्त बीस दिन पहले जो जो हमने दो पौधे
निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको,निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको,निका लिए थे इतने-इतने बड़े हमने पौधे निकाले थे तब यहाँ पर हमने के बाद एक पौधा ये छोड़ा था और वो जो आपको
हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह,हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह,हम वीडियो दिखा रहे उसमें देखिए कितने बड़े-बड़े पौधे हो गए हैं और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छः
महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और,महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और,महीना पुराना है तो उसमें कब जल्दी-जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें कि सिंगल पौधा ही रख के तो उसकी पत्तियाँ ज़्यादा मोटी होती हैं और
इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर,इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर,इसमें अब हम थोड़ी सी बर्मी कम्पोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और पहले जाने के मौसम में हम इसको खुली धूप में रखेंगे फिर
ो,ो,तो
वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा,वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा,वो आप ध्यान रखें कि जब आप पहली बात जब आप नया पप्स निकाल लेते हैं तो उसके बाद बहुत ही आसानी से निकालें चार्ज
कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज,कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज,उसकी हायता से इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती हैं वो नहीं कटनी चाहिए या उसका इस्टिम जो
है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या,है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या,है वो नहीं कटना चाहिए और जब-जब आप निकाल लेते हैं उसके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करनी कि उसमें वर्मी कम्पोस्ट या
कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता,कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता,कम्पोस्ट की खाद जो होती है वो ऐड कर दें और वाटरिंग को बहुत हल्की करनी होती है अगर आप ज़्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता है
है इसका वीडियो हम जल्दी ही आपको देंगे,है इसका वीडियो हम जल्दी ही आपको देंगे,है इसका वीडियो हम जल्दी ही आपको देंगे
उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस,उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस,उसमें आपको हम पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक पौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस
तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,तरीके से एक खराब हो जाता है वो उसमें आपको वीडियो देंगे
ये,ये,जी
यह गजेंद्र भाई,यह गजेंद्र भाई,यह गजेंद्र भाई
इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क्या है
लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा,लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा,लम्पी बीमारी ने पूरे राजस्थान को अपने चपेट में लिया हुआ है ऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा
के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,के लिए उन्हें इंजेक्शन दवाइयाँ देने के लिए
गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक,गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक,गजेंद्र पाली ज़िले की सुमीरपुर तहसील में पड़ने वाले ढोला गाँव में रहते हैं अपने भागीरत प्रयास से गजेंद्र अब तक एक सौ पचास से दो सौ गोवर माताओं तक
बचाते ै,बचाते ै,अच्छा
अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकल कर आगे आएंगे तो वो दिन दूर नहीं जब लमकी-नमकी बीमारी हरेगी घमाता जीतेगी
