Ourmodel,Hypothesis,Predictions
आप अब ये तकनीक कौन सी है और इस इस तकनीक के अंदर कौन सी है,आप अब ये तकनीक कौन सी है और इस इस तकनीक के अंदर कौन सी है,आप अब ये तकनीक कौन सी है और इस इस तकनीक के अंदर कौन सी है
अब ये तकनीक क्या है ये पूरी विस्तार से रगुला जी समझाएंगे तो ये तकनीक कौनसी है ऐसे फायदा क्या है इसे फायदा यह है कि इससे बरषात,अब ये तकनीक क्या है ये पूरी विस्तार से रगुला जी समझाएंगे तो ये तकनीक कौनसी है ऐसे फायदा क्या है इसे फायदा यह है कि इससे बरषात,अब ये तकनीक क्या है ये पूरी विस्तार से रगुला जी समझाएंगे तो ये तकनीक कौन सी है ऐसे फ़ायदा क्या है इसे फ़ायदा यह है कि इससे वर्षात
से और दूफ से बचाने के लिए थेली बनाई गई है,से और दूफ से बचाने के लिए थेली बनाई गई है,से और दूफ से बचाने के लिए थेली बनाई गई है
इस बास के जो इस बास की जोये इस्केज नहीं होगा बास की ज छिला हुआ रहता है कहीं जब ै बास बहुतहमतलब न नकुली दार आधार रहती,इस बास के जो इस बास की जोये इस्केज नहीं होगा बास की ज छिला हुआ रहता है कहीं जब ै बास बहुतहमतलब न नकुली दार आधार रहती,इस बास के जो इस बास के जो ये इस्केज नहीं होगा बास के जो ये इस्केज नहीं होगा बास के छिला हुआ रहता है कहीं जब ये बास बहुत मतलब ना नकुली दार आधार रहती है
है बांस की तो कहीं कबर क्या क्या बेल कटने का डर रहता है तो इस तरह से अगर हाभी लगा लेगा न,है बांस की तो कहीं कबर क्या क्या बेल कटने का डर रहता है तो इस तरह से अगर हाभी लगा लेगा न,है बाँस की तो कहीं कबर क्या-क्या बेल कटने का डर रहता है तो इस तरह से अगर हाँ भी लगा लेगा न
तोये देख ल कोई फरक उपनी पड़ेगा तो ये दस एकर के खेत के अंदर रगुराजी ने ये प्लानिंग लगाई है ये देख लीजिए आपबहुत ही आप आप,तोये देख ल कोई फरक उपनी पड़ेगा तो ये दस एकर के खेत के अंदर रगुराजी ने ये प्लानिंग लगाई है ये देख लीजिए आपबहुत ही आप आप,तो ये देख लीजिए कोई फर्क उपनी पड़ेगा तो ये दस एक कर के खेत के अंदर रगुराजी ने ये प्लानिंग लगाई है ये देख लीजिए आप बहुत ही आप आप
उधर देखोगे आपको मैं दिखा देता हूँ आपको,उधर देखोगे आपको मैं दिखा देता हूँ आपको,उधर देखोगे आपको मैं दिखा देता हूँ आपको
अब इसके ऊपर लौकी की फार्मिंग होगी लोकी फार्मिंग बहुत ी जबरदस्त ये बहुत शानदार प्लानिंग है औ ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा बहुत कम जगह,अब इसके ऊपर लौकी की फार्मिंग होगी लोकी फार्मिंग बहुत ी जबरदस्त ये बहुत शानदार प्लानिंग है औ ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा बहुत कम जगह,अब इसके ऊपर लौकी की फार्मिंग होगी लौकी फार्मिंग बहुत ज़बरदस्त ये बहुत शानदार प्लानिंग है और ऐसी प्लानिंग भारत के अंदर बहुत ज़्यादा बहुत कम जगह
मिलेगी आप लोगों दूनने से भी नहीं मिलेगी अब चा तो ये है कि ये जो ये रोल लाए ये चार इंचका रोल है,मिलेगी आप लोगों दूनने से भी नहीं मिलेगी अब चा तो ये है कि ये जो ये रोल लाए ये चार इंचका रोल है,मिलेगी आप लोगों दूधने से भी नहीं मिलेगी अब चाहिए तो ये है कि ये जो ये रोल लाए ये चार इंचका रोल है
तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख,तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख,तो अब ये देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड़ इंस कैसी का रखा है इन्होंने ये देख
लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से,लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से,लीजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से
बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,बास को बास में ये पन्नी बना रहे हैं ये देख लीजिए ये फेलिया
कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम,कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम,कोई बास अगर वहाँ में नखुला आ जाता है धार वगैरह तो उससे पपनी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहना हो आराम
से रिलेक्स हो के बनाो धीरे धीरे ह कोई दिक्कत नहीं,से रिलेक्स हो के बनाो धीरे धीरे ह कोई दिक्कत नहीं,से रिलेक्स हो के बनाओ धीरे-धीरे कोई दिक्कत नहीं है
हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज,हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज,हाँ नॉर्मल तेरसे पाँच छः सेकेंड तो वैसे लगता है हाँ क्योंकि कोई बास क्या होता है ट्रेडर रहता है ना तो पन्नी पड़ाते हैं तो उसका धार जो
पड़ जाता है,पड़ जाता है,पड़ जाता है
तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल,तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल,तो जमन में जाएगा तो इसको भी इसको फॉल्ड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी में नेरेगा तो दीमक का ख़तरा बिल्कुल
ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका,ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका,ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैं तो मेरे राजस्थान की कहूँगा हो सकता है आपका
राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा,राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा,राज्य के अंदर भी ऐसी हालत हो किसानों की क्या कि महंगे बाँव की किसान भाई बाँस लेके आते हैं और क़रीब-क़रीब बाँस के ऊपर एक
दो से लेपआते हैं और बास खराब हो जाता है,दो से लेपआते हैं और बास खराब हो जाता है,दो से लेप आते हैं और बास ख़राब हो जाता है
जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से अगर बास को पननी का काम में ले
ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से,ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से,ये प्लास्टिक की जो पीवी सी थेली है ये पहना के और इस बास को काम में लेंगे तो ये कितने साल चलेगा छात ये दे लीजिए मेरे किसान चार से
ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,आँच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है
तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो ये है तकनीक क्या नाम बताने रुरासिंहगुरा सिंह जी की बहुत तकनीक है
कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्ट राजपूत राजपूत का कितनी तक एडवांस टकनीक है
र येलोकी लगाओग कैन इसका वीडो,र येलोकी लगाओग कैन इसका वीडो,रेलोकी लगाओगे कैन इसका वीडो
कम का वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊंगा आगे,कम का वीडियो और बनाऊंगा आगे
और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़,और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़,और भी ये देख लीजिए बहुत तकनीक बहुत ही घर सब की टकने के लग रही है मतलब ये दस एकड़ का खेत है इनका करीबम-करीबम समथिंग दस एकड़
का खेत है थोड़ा बहुत कमभी हो सकता है,का खेत है थोड़ा बहुत कमभी हो सकता है,का खेत है थोड़ा बहुत कम्भी हो सकता है
एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे ये लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गाँव के
पास मेंी है,पास मेंी है,पास में ही
तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनेक लगी हा आपके मन के अंदर  रै,तो बहुत ही अच्छा इनका खेत की तकनेक लगी है आपके मन के अंदर है
करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट,करीब गर मैं सात फुट ये मानालो मैं छ फिट दएक ेट दो इंच कमू छः फिट एक इंच का ू में तो ये दे दीजए सात फिट,करीब कर मैं सात फिट ये माना लो मैं छः फिट एक इंच दो इंच का मुझे छः फिट एक इंच का मुझे छः फिट एक इंच का मुझे तो ये दे दीजिए सात फिट
का बांस ए देो सात सवासात फुट का चाहिए इस बास की और जमीन की गर में कितना कडा ह,का बांस ए देो सात सवासात फुट का चाहिए इस बास की और जमीन की गर में कितना कडा ह,का बाँस है देखो सात सात सात फुट का चाहिए इस बाँस की और जमीन की गर्म में कितना कड़ा है
तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया ये देख लीजिए आप ये ै,तीन फिट तेइम पीड आ जमीनकी गैराय के अंदर है मतलब टोटल बास हो गया ये दस फु का बास हो गया ये देख लीजिए आप ये ै,तीन फिट तेम पी डी आई जमीन की गैराय के अंदर है मतलब टोटल बास हो गया ये दस फुट का बास हो गया ये देख लीजिए आप ये
दस फुट का बासखड़ा ो रे वा,दस फुट का बासखड़ा ो रे वा,दस फुट का बासखड़ा हो रहा हूँ
के देखो,के देखो,के देखो
ये दस फुट का बास हो गया ये देख,ये दस फुट का बास हो गया ये देख,ये दस फुट का बास हो गया ये देख
एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ,एक खर्चा ह तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छाआ,एक खर्चा है तो है बासों का किसान अगर थोड़ा सा डा जो खर्चा है वो कम किरेगा तो भी तो आगे बढ़ेगा ये मांग के चलो अच्छा
दिनां क्या ोरला,दिनां क्या ोरला,दिनों क्या होरला
और दिनांक है,और दिनांक है,और दिनांक है
तो,तो,तो
मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाए एफरवी कया एंड के मीने त लग जाएगा आपका है न और फिर ये पसर कब तक चलेगा,मतलब फरवरी के अंदर लग जाए एफरवरी का एंड के मीने तो लग जाएगा आपका है ना और फिर ये प्रेसर कब तक चलेगा
हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर्म ई चैनल में,हेलो दोस्तों सभी को नमस्कार मेरा नाम है पंकज और स्वागत है एक बार फिर से आपका घर में ई चैनल में
और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और ये छोटा सा निकल रहा है ये देखिए ोल,और एक इधर और ये छोटा सा निकल रहा है ये देखिए ओल
चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकलआए हैं दो पौधे हमने निकाल लिए थे ये पौधा िर हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जोब हमने दो पौधे,चार पौधे और निकल आए हैं दो पौधे हमने निकाल लिए थे ये पौधा हमने छोड़ा था ये देखिए दोस्तों बीस दिन पहले जो हमने दो पौधे
निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको,निका लिए थे इतने इत े बड़े मने पौधे नि काले थे तब यहां पर हम ने के वल एक पौधा ये छोड़ा था और वो जो आपको,निका लिए थे इतने इतने बड़े में पौधे निकाले थे तब यहाँ पर हमने के वल एक पौधा ये छोड़ा था और वो जो आपको
हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह,हम वीडियो दिखा रहे है उसमें देखे कितना बड़े बड़े पौधे हो गए ै और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छह,हम वीडियो दिखा रहे हैं उसमें देखिए कितना बड़े-बड़े पौधे हो गए हैं और नए पौधे निकल आए हैं तो अगर आपका पौधा जो है वो छः
महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और,महीना पुराना है तो उसमें कब जल्दी जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें की सिंगल पौधा ही रखखे तो उसकी पत्तिया ज्यादा मोटी होती हैं और,महीना पुराना है तो उसमें कब जल्दी-जल्दी निकलते रहते हैं लेकिन आप कोश्ट करें कि सिंगल पौधा ही रखें तो उसकी पत्तियाँ ज़्यादा मोटी होती हैं और
इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर,इसमें अब हम थोड़ी सी वर्मी कमपोस्ट ऐड कर देंगे उसके बाद हल्की वाटरिंग कर देंगे और प जाड़े के मौसम में हम इसको खुली धूप में रखेंगेिकर,इसमें अब हम थोड़ी सी वर्मी कंपोस्ट ऐड कर देंगे उसके बाद हल्की वॉटरिंग कर देंगे और पर जाड़े के मौसम में हम इसको खुली धूप में रखेंगे कर
ो,ो,हो
वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा,वो आप ध्यान रखें कि जब आप पहली बा तो जब आप नया पप्स से निकाल लेते हैं तो उस के बाद बहुस ही आसानी से निकालें चा,वो आप ध्यान रखें कि जब आप पहली बात तो जब आप नया पाप्स से निकाल लेते हैं तो उसके बाद बहुस ही आसानी से निकालें चाहिए
कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज,कोसकी ायता सेै इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम ज,उसकी चायता से इसको काट के निकालें और जो नया ये पुराना पौधा होता है उसकी जो जड़े होती है वो नहीं कटनी चाहिए या उसका इस्टिम जो
है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या,है वो नहीं कटना चाहिए और जब जबाआप निकाल लेते हैं उटके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कमपोस्ट या,है वो नहीं कटना चाहिए और जब जब आप निकाल लेते हैं उसके बाद जो मिक्सर होता है उसको आप थोड़ा सा कोशिश करने की उसमें वर्मी कंपोस्ट या
कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता,कमपोस्टकी खाद जो होती है वो ऐड कर दें और वाटरिंग पको बहत हल्की करनी होती है अगर आप ज्यादा वाटरिंग करेंगे तो पौधा जो है डैमेज आता,कंपोस्ट की खाद जो होती है वो ऐड कर दें और वॉटरिंग पको बहुत हल्की करनी होती है अगर आप ज़्यादा वॉटरिंग करेंगे तो पौधा जो है डैमेज आता
है इसका वीडियो हम जल्दी ही आपको देंगे,है इसका वीडियो हम जल्दी ही आपको देंगे,है इसका वीडियो हम जल्दी ही आपको देंगे
उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस,उसमं आपको मं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस,उसमें आपको मैं पूरा अपडेट दिखाएंगे कि दो पौधे लगाने से अगर एक कपौधे को हम किस तरीके से लगाते हैं तो वो हेल्दी चलता है और किस
तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,तरीके से एक खराब हो जाता है वोस में आपको वीडियो देंगे,तरीके से एक खराब हो जाता है वो सब में आपको वीडियो देंगे
ये,ये,ये
यह गजेंद्र भाई,यह गजेंद्र भाई,यह गजेंद्र भाई
इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क है,इनकी गोभक्ति की जितनी तारीफ की जाए उतनी क्या है
लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा,लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ हैऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा,लंपी बीमारी ने पूरे राजस्थान को अपनी चपेट में लिया हुआ है ऐसे में ये युवा न दिन देखता है न रात ये निकल पड़ता है गायों की सेवा
के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,के लिए उन्हें इंजेक्शन दवाइयां देने के लिए,के लिए उन्हें इंजेक्शन दवाइयाँ देने के लिए
गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक,गजेन्द्र पाली जिले की सुमीरपुर तहसील में पड़ने वाले ढोला गांव में रहते अपने भागीरत प्रयास से गजेनद्र अब तक एकसौ पचास से दो सौ गो माताओं तक,गजेन्द्र पाली ज़िले की सुमीरपुर तहसील में पड़ने वाले ढोला गाँव में रहते हैं अपने भागीरत प्रयास से गजेन्द्र अब तक एकसौ पचास से दो सौ गो माताओं तक
बचाते ै,बचाते ै,बचाते हैं
अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन दोर नहीं जब लमकी नामकी बीमारी हरेगी गमाता जीतेगी,अगर ऐसे ही युवा समाज से निकलकर आगे आएंगे तो वो दिन-दोर नहीं जब लमकी-नामकी बीमारी हरेगी गमाता जीतेगी
