One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कर सकते हैं कि हमारे दृष्टिकोण से हमारे व्यवसाय में इन सब चीज़ों में ग्रोथ मिल रहा है जैसे कि व्यवसाय एक लीची हमारे यहाँ पर मुजयब्रपुर का बहुत ज़्यादा फेमस होता था जो कि अभी जगह जगह पहले कहीं कहीं शहरों में मिलता था पर अभी जो है वो बहुत जगहों प मिलने लगा है जिनका कि सबसे मेन मुख्य उदेश्य ये था कि दरभंगा से",कर सकते हैं कि हमारे दृष्टिकोण से हमारे व्यवसाय में इन सब चीज़ों में ग्रोथ मिल रहा है जैसे कि व्यावसाय एक लीची हमारे यहाँ पे मुज़फ़्फ़रपुर का बहुत ज़्यादा फ़ेमस होता था जो कि अभी जगह जगह पहले कहीं कहीं शहरों में भी मिलता था और अभी जो है वो बहुत जगहों पे मिलने लगा है जिनका की सबसे मेन मुख्य उद्देश्य ये था कि दरभंगा से,जिस लीची के बाग को हम छह लाख सात लाख में बेचते थे उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और ये सिर्फ माइक्रो इरिगेशन की बदौलत था,जिस लीची के बाग को हम छह लाख सात लाख में बेचते थे उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और यह सिर्फ माइक्रो इरीगेशन के बदौलत था,"जिस लीची के बाग को हम छह लाख, सात लाख में बेचते थे, उसको एक समय आया जब बत्तीस लाख तक हमने पहुंचा दिया और ये सिर्फ माइक्रो इरिगेशन की बदौलत था।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उसको स्विच ऑन करके पाइप वगैरह डाल कर फट करके उसको स्विच ऑन करके उसको हम कुए के पानी को",उसको स्विच ऑन कर के पाइप वग़ैरह डाल के फिट कर के उसको स्विच ऑन कर के उसको हम कुएँ के पानी को,डिपेंडिंग अपान डिस्टेंस पाइप का डायोमीटर चेंज है,डिपेंडिंग उपों डिस्टेंस पाइप का डायमीटर चेंज,डिपेंडिंग अपने डिस्टेंस पाइप का डायमीटर चेंज है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और कोई व नहीं है",और ये नहीं है,और बाकी कोई चीज में नहीं देना है,और बाकी कोई चीज में नही देना है है,और बाकी कोई चीज में नहीं देना है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी सार मेरे यहाँ पंप लगा है सर बोरवेल बोरिंग करवाया हूँ मैंने तो उसी से मैं सिंचाई वगैरह करता हूँ और कुआ भी है सर मेरा",जी साब मेरे यहाँ पम्प लगा है सर बोरवेल बोरिंग करवाया हूँ मैंने तो उसी से मैं सिंचाई वगैरह करता हूँ और कुआ भी है सर मेरा,डी बोरवेल पंप जिसमें,डी बोरवेल पम्प जिसमें,डी बोरवेल पंप जिसमें
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मजदरों मज़दूर से काम लेते हैं हर दिन अपनी भी सावधान रहते हैं देख रेख के लिए ताकि किसी तरह का दिक्कत उस सूजा और मुर्यियों को न हो सके इसके लिए हम",मज़दूरों मज़दूर से काम लेते हैं हर दिन अपने भी सावधान रहते हैं देख रेख के लिए ताकि किसी तरह की दिक्कत सूजा और मुर्ग़ियों को ना हो सके इसके लिए हम,और उसको एडवांस मे पर्चेज करके रखना सोदैट की पीक सीजन में अगर कोई भी मोसीबत आए मशीन में तो उसका क्रिटिकल स्पेरपाटस हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग कोत हैं,और उसको एडवांस में पर्चेज करते रखना सो थाट की पीक सीजन में अगर कोई भी मुसीबत आए मशीन में तो उसका क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग खुद,और उसको एडवांस में पर्चेज करके रखना चाहिए ताकि सीजन में अगर कोई भी मुश्किल आए मशीन में तो उसका क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग करते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ उनका देखना पड़ेगा पर उनकी उम्र ज़्यादा है तो उसमें ऐसी स्थिति में उनका प्रीमियम बढ़ जाएगा",हाँ उनका देखना पड़ेगा पर उनकी उम्र ज़्यादा है तो उसमें ऐसी स्थिति में उनका प्रीमियम बढ़ जाएगा,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि इससे हमें प्रीमियम चाहिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दोसरा आप कर लो थोड़ा एडजेस्ट कर लो भेज दो किसी के साथ भालक को",तो सर आप कर लों थोड़ा ऐडजेस्ट कर लो भेज दो किसी के साथ बालक को,बैललोर भेजे हैं और,बैंगलोर भेजे हैं और,बेल्लारे भेजे हैं और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तीन",तीन,और तीसरा,और तीसरा,और तीसरा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और इसके अलावा इसमें से बहुत कुछ कमाई भी हो सकता है लेकिन लोग सोचते हैं कि सिर्फ",और इसके अलावा इसमें से बहुत कुछ कमाई भी हो सकता है लेकिन लोग सोचते हैं कि सिर्फ़,इनकम हो सकता है,इनकम हो सकता है,इनकम हो सकता है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हैं और यह एक टी वी चैनल है जो कि किसानों को किस प्रकार से खेती करनी चाहिए उसमें यह सिखाया जाता है अलग अलग तरह की खेती करना अलग अलग मौसमों में",हैं और यह एक टी वी चैनल है जो की किसानों को किस प्रकार से खेती करनी चाहिए उसमें यह सिखाया जाता है अलग अलग तरह की खेती करना अलग अलग मौसमों में,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइव चैनल को सब्सक्राइब और देखते रहिए हेलो किसान,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइक चैनल को सब्सक्राइब और देखते रहिये ये हेलो किसान,"और अगर खेती के बारे में और भी ज्ञान चाहिए तो इस वीडियो को लाइव करें, चैनल को सब्सक्राइब करें और देखते रहिए हेलो किसान।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
किसान",किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारे क्षेत्र में जो है पूरे वर्ष भर में काफ़ी विभिन्न तरह की फसल उगाई जाती है वो भी अलग अलग मौसम में अलग अलग फसल उगाई जाती है जैसे बारिश के मौसम में सबसे ज़्यादा",हमारे क्षेत्र में जो है पूरे बर्ष भर में काफ़ी विभिन्न तरह की फसल उगाई जाती है वो भी अलग अलग मौसम में अलग अलग फसल उगाई जाती है जैसे बारिश के मौसम में सबसे ज़्यादा,सभी जगह पर बारिश के फोफन में जब नए पशु बाल अवस्था में जब पैदा होते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में जब पैदा हो ते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में पैदा होते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
साथी में हमें अच्छी बुरी खबरों की जानकारी मिलती है जिससे हम रेडियो पर सुन सकते हैं टेलीविजन पर देख सकते हैं और समाचार पात्र में इसको पढ़ सकते हैं हमें",साथ ही में हमें अच्छी बुरी खबर की जानकारी मिलती है जिसे हम रेडियो पर सुन सकते हैं टेलीविजन पर देख सकते हैं और समाचार पत्र में इसको पढ़ सकते हैं हमें,आपके काफी लेख दूषक जगत में दूरदर्शन में आकाशवाणी में और ्य,आपके लेख कृषक जगत में दूरदर्शन में आकाशवाणी में और अन्य,"आपके काफी लेख दूषक जगत में, दूरदर्शन में, आकाशवाणी में और व्य।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और हिंदी भाषा के लिए बहुत ही लोकप्रिय भाषा है और भी राज्यों की कई अन्य अन्य भाषाएँ होती हैं",और हिंदी भाषा मेरे लिए बहुत ही लोकप्रिय भाषा है और भी राज्यों की कई अन्य अन्य भाषाएँ होती हैं,और काफी हिंदी प्रदेशों में भी देखा जा रहा है,और काफी हिनदी प्रदेशों में भी देखा जा रहा है,और काफी हिंदी प्रदेशों में भी देखा जा रहा है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
डॉक्टर को दिखवाना चाहिए डॉक्टर फिर उसके बताएगा क्या कमज़ोरी है क्या समस्या है",डॉक्टर को दिखवाना चाहिए डॉक्टर फिर उसके बताएगा क्या कमजोरी है क्या समस्या है,हम आपसे डॉक्साब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर िसाब से पूछ सकेंगे,हम आपसे डक्टर साहब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर साथ से पूछ सकेंगे,हम आपसे डॉक्साब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के दौरान आपकी समस्याएं डॉक्टर साहब से पूछ सकेंगे।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं काफ़ी सारे ऐसे ग्रुप वगैरह लोगों के साथ जुड़ी हूँ जहाँ पर हमें",मैं काफ़ी सारे ऐसे ग्रुप वगैरह लोगों के साथ जुड़ी हूँ जहाँ पर हमें,किसान भाइयों पशुपालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,किसान भाइयों पशु पालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,"किसान भाइयों, पशुपालक भाइयों, सभी दर्शक जो मुझसे जुड़े हुए हैं"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एक दूसरी सख किसान बहुत सारी जानकारियाँ सीख सकें इसके अलावा फसनों के",एक दूसरी से किसान के बहुत सारी जानकारियाँ सीख सकें इसके अलावा फसलों के,इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं आधुनिक जानकारियां हैं उससे पशुपालकों और किसानों को दोचार कराना,इस माध्यम के जरिेये जो वैज्ञानिक जानकारिया हैं आधुनिक जानकारियाँ हैं उसे पशुपालकों और किसानों को दोचार कराना,"इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं, आधुनिक जानकारियां हैं, उनसे पशुपालकों और किसानों को दो-चार कराना।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक नहीं हो पाते उनको जब यदि बच्चा बीमार हो जाता है जैसे कि बच्चे को यदि",ठीक नहीं हो पाते उनको जब यदि बच्चा बीमार हो जाता है जैसे कि बच्चे को यदि,जैसा कि सचिन भाई ने बताया कि यदि नौजात शिशु आज से नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज से नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और इसमें कॉलिंग सिस्टम भी बहुत बढ़िया है इसकी जो स्क्रीन है मैं जब भी बाहर होती हूँ तो उसमें मुझे बहुत अच्छे से दिखाई दिया जाता है",और इस में कॉलिंग सिस्टम भी बहुत बढ़िया है इसकी जो स्क्रीन है मैं जब भी बाहर होती हूँ तो उस में मुझे बहुत अच्छे से दिखाई दिए जाता है,सबसे पहले जो आप स्लाइड देखेंगे मैं क स्क्रीन शेयर कर रहा हूँ उसमें आपको नजर आएगा,सबसे पहले जो आप स्लाइड देखेंगे मैं स्क्रिन सेयर कर रहा हु उसमें आपको नजर आएगा,"सबसे पहले जो आप स्लाइड देखेंगे, मैं क स्क्रीन शेयर कर रहा हूँ, उसमें आपको नजर आएगा।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पशुपालन के लिए कुछ प्रकार के हम आहार ले सकते हैं उदाहरण के लिए भैंस एवं गाय पाचनतंत्र में सामान्य रूप से काम करने के लिए चारे की न्यूनतम मात्रा आवश्यक है हमारे देश में चारे की अधिक मात्रा खिलानी चाहिए",पशुपालन के लिए कुछ प्रकार के हम आहार ले सकते हैं उदाहरण के लिए भैंस एवं गाय पाचन तंत्र में सामान्य रूप से काम करने के लिए चारे की न्यूनतम मात्रा आवश्यक है हमारे देश में चारे की अधिक मात्रा खिलानी चाहिए,पालन का काम कर रहा है खास तौर से भैसओं में नौजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम म कर रहा है खासतौर से भैसों में नौवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम कर रहा है खास तौर से भैंसों में नवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हम मवेशियों का पालन करते हैं पालते हैं उनको जैसे कि हमारे भैंस भी है गाय भी हैं",हम मवेशियों का पालन करते हैं पालतें हैं उन को जैसे कि हमारे भैंस भी है गाय भी हैं,एक के बाद एक हम चर्चा करें कि च्यों ऐसा होता है सबसे पहले हम बात करते हैं कि भैसों की स्थिति क्या है,एक के बाद एक म चर्चा करें कि कयों ऐसा होता है सबसे पहले हम बात कहते हैं कि भैसों की स्थिति क्या है,एक के बाद एक हम चर्चा करें कि क्यों ऐसा होता है। सबसे पहले हम बात करते हैं कि भैंसों की स्थिति क्या है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
फसलों के साथ साथ में हम यहाँ पर पशुधन भी रखते हैं जैसे भैंसेें हैं गाय है",फ़सलों के साथ साथ में हम यहाँ पर पशुधन भी रखते हैं जैसे भैंसें हैं गाय है,ह भैसो और भैसों की संख्या में पूरे विश्व में प्रथम है कोई ये पहला पायतान यहीं जाकर क्षमता नहीं है,हम भैसों हम और भैसों की संख्या में पूरे विश्व में प्राथमिक है और ये पहला पायदान यही ज्याद कर क्षमता नहीं है,ह भैंसो और भैंसों की संख्या में पूरे विश्व में प्रथम है। कोई ये पहला उपायतान यहीं जाकर क्षमता नहीं है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इंडिया हमारा विकसित देश हो जाएगा",इंडिया हमारा विकसित देश हो जाएगा,हम दु्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत ेक क्रांति की जो पताका है उसको फहरा रहा है,हम दुग्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत श्वेक्रांति के जो पताका है उसको ठहरा रहा है,हम दूध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत एक क्रांति की जो पताका है उसको फहरा रहा है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी हाँ मैं पाँच देशों के नाम बोल सकती हूँ भारत पाकिस्तान ऑस्ट्रेलिया न्यूज़ीलैंड अफगानिस्तान",जी हाँ मैं पाँच देशों के नाम बोल सकती हूँ भारत पाकिस्तान ऑस्ट्रेलिया न्यू ज़ीलैंड अफ़गानिस्तान,भारत में पूरे मुल्ख में पिचपन प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है,भारत में पूरे मूल्क में प्रतिशत से ज्यादा हिस्सा भैसों के जरिए आता है,भारत में पूरे मुल्क में पिचपन प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और जो उनके जन्म से जो पहले वर्ष है उनका वो आहार है उनको जो हम खाने के लिए देते हैं वो बहुत ही पतली चीज़ जैसे दूध",और जो उनके जन्म से जो पहले वर्ष है उनका वो आहार उनको जो हम खाने के लिए देते हैं वह बहुत ही पतली चीज जैसे दूध,स्थानीय है और वो दूध देने वाली नसले तह ही नहीं ज्यादातर नसले हमारे,स्थानीय हैं और वो दूध देनेवाली नसल है नही नहीं ज्यादातर मसले हमारे,"स्थानीय है और वह दूध देने वाली नस्लें तह ही नहीं, ज्यादातर नस्लें हमारे"
