One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या आप राज्य उत्तराखंड में न्यूरोलॉजी सेवाएँ देने वाले ई एस आई सी केंद्रों को ढूँढने में मदद कर सकते हैं",क्या आप राज्य उत्तराखंड में न्यूरोलॉजी सेवाएँ देने वाले ई एस आई सी केंद्रों को ढूँढने में मदद कर सकते हैं,और बाकी कोई चीज में नहीं देना है,और बाकी कोई चीज में नही देना है है,और बाकी कोई चीज में नहीं देना है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जहाँ से जिसँ खोज हुई थी जिस रास्ते से तो उस रास्ते से हाइकिंग होती है ये चौदह पंद्रह किलोमीटर की होती है भोपाल के पास में पंद्रह किलोमीटर दूर पर एक छोटा पचमड़ी है और एक अच्छा झरना है",जहाँ से जिस हाँ खोज हुई थी जिस रास्‍ते से तो उस रास्‍ते से हाइकिंग होती हे चौदह पंद्रह किलोमीटर की होती हे भोपाल के पास में पंद्रह किलोमीटर दूरी पर एक छोटा पचमणी है और एक अच्‍छा झरना है,डी बोरवेल पंप जिसमें,डी बोरवेल पम्प जिसमें,डी बोरवेल पंप जिसमें
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो वो उत्तरता भी नहीं है तो इट वॉस् टू गुड ब्लू हवन का बी बी प्लस फाउंडेशन क्रीम",तो वो उतरता भी नहीं है तो इट वोस टू गुड ब्लू हैवन का बी बी प्लस फाउंडेशन क्रीम,और उसको एडवांस मे पर्चेज करके रखना सोदैट की पीक सीजन में अगर कोई भी मोसीबत आए मशीन में तो उसका क्रिटिकल स्पेरपाटस हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग कोत हैं,और उसको एडवांस में पर्चेज करते रखना सो थाट की पीक सीजन में अगर कोई भी मुसीबत आए मशीन में तो उसका क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग खुद,और उसको एडवांस में पर्चेज करके रखना चाहिए ताकि पीक सीजन में अगर कोई भी मुसीबत आए मशीन में तो उसके क्रिटिकल स्पेयर पार्ट्स हमारे पास रहना चाहिए क्योंकि यहां रिपेयर भी हम लोग करते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जैसे कि उसको पौष्टिक खाना दिया जाए वह उसको हर तरह के पौष्टिक चीज़ों को खिलाया जाए",जैसे कि उसको पौष्टिक खाना दिया जाए वह उसको हर तरह के पौष्टिक चीज़ों को खिलाया जाए,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि उससे हमको प्रीमियम चाहिए,क्योंकि उससे हमें प्रीमियम चाहिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
चर्ट खराब कर दियािए यार",सर्ट खराब कर दिया यार,बैललोर भेजे हैं और,बैंगलोर भेजे हैं और,बंगलोर भेजे हैं और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मैं पुलिस के टेस्ट में पास हो गया और मेरी जॉब लग गई तो मैं उस जॉब से खुश हूँ और मुझे अच्छी सैलरी मिलती है",तो मैं पुलिस के टेस्ट में पास हो गया और मेरी जॉब लग गई तो मैं उस जॉब से खुश हूँ और मुझे अच्छी सैलरी मिलती है,और तीसरा,और तीसरा,और तीसरा
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दृश्य",दृश्य,इनकम हो सकता है,इनकम हो सकता है,इनकम हो सकता है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मेरे जीवन में ह बच्चों को मैं पढ़ा लिखा कर बहुत अच्छा बनाना चाहती हूँ",मेरे जीवन में हम बच्चों को मैं पढ़ा लिखा कर बहुत अच्छा बनाना चाहती हूँ,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइव चैनल को सब्सक्राइब और देखते रहिए हेलो किसान,और अगर खेती के बारे में चाहिए और भी ज्ञान तो इस वीडियो को करें लाइक चैनल को सब्सक्राइब और देखते रहिये ये हेलो किसान,"और अगर खेती के बारे में और भी ज्ञान चाहिए तो इस वीडियो को लाइक करें, चैनल को सब्सक्राइब करें और देखते रहिए, हेलो किसान।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दुर्गा पूजन भी किया जाता है और हमारे कुछ सांस्कृतिक त्योहार हैं बड़े त्योहार हैं तो उनको हम अच्छी तरह से मनाते हैं",दुर्गा पूजन भी किया जाता है और हमारे कुछ सांस्कृतिक त्याैहार हैं बड़े त्यौहार हैं तो उनको हम अच्छी तरह से मनाते हैं,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान,कृषक जगत की ओर से किसान चैनल की ओर से किसान
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एनंड बहुत सारे ऐसे कई और भी सर्विस प्रोवाइडर्स हैं जो हमें यहाँ से वहाँ घूमाने में पूरे मध्य प्रदेश में पूरे जितने भी टूरिस्ट वाली जगह हैं जहाँ हमें देखना चाहिए वहाँ पर वो हमें दिखाते हैं",एन बहुत सारे ऐसे कई भी सर्विस प्रोवॉइडर्स है जो जो हम यहाँ से वहाँ घूमने में पूरे मधप्र देश में पूरे जितनी भी टूरीस वाली जगह है जहाँ हमें देखना चाहिए वहाँ पे वो हमें दिखाते है,सभी जगह पर बारिश के फोफन में जब नए पशु बाल अवस्था में जब पैदा होते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में जब पैदा हो ते हैं,सभी जगह पर बारिश के मौसम में जब नए पशु बाल अवस्था में पैदा होते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
है न",है नाखिड़की,आपके काफी लेख दूषक जगत में दूरदर्शन में आकाशवाणी में और ्य,आपके लेख कृषक जगत में दूरदर्शन में आकाशवाणी में और अन्य,आपके काफी लेख दूषित जगत में दूरदर्शन में आकाशवाणी में और हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
या पढ़ाई के लिए जो चीज़ें उसे चाहिए होती हैं वो हम उसे दिला सकते हैं",या पढ़ाई के लिए जो चीज़ें उसे चाहिए होतीं हैं वो हम उसे दिला सकते हैं,और काफी हिंदी प्रदेशों में भी देखा जा रहा है,और काफी हिनदी प्रदेशों में भी देखा जा रहा है,और काफी हिंदी प्रदेशों में भी देखा जा रहा है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नमस्ते",नमस्ते,हम आपसे डॉक्साब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर िसाब से पूछ सकेंगे,हम आपसे डक्टर साहब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के जब आप अपनी समस्याएं डॉक्टर साथ से पूछ सकेंगे,हम आपसे डॉक्साब के लेक्चर के बाद प्रश्नोत्तरी कार्यक्रम के दौरान आपकी समस्याएं डॉक्टर साहब से पूछ सकेंगे।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
थोड़ा सा हमें लगता है कि हमें इस विषय पर बोलना चाहिए या नहीं",थोड़ा सा हमें लगता है कि हमें इस विषय पर बोलना चाहिए या नहीं,किसान भाइयों पशुपालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,किसान भाइयों पशु पालक भाइयों सभी जो दर्शक जो मुझसे जुड़े हुए हैं,"किसान भाइयों, पशुपालक भाइयों, सभी जो दर्शक हैं, जो मुझसे जुड़े हुए हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
घास पात का उपयोग करने के यह भी फायदे हैं कि घास की कतरने बगीचे में बढ़िया गीली घास बनी रहती हैं",घास पात का उपयोग करने के यह भी फायदें है कि घास की कतरने बगीचे में बढ़िया गीली घास बनी रहती है,इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं आधुनिक जानकारियां हैं उससे पशुपालकों और किसानों को दोचार कराना,इस माध्यम के जरिेये जो वैज्ञानिक जानकारिया हैं आधुनिक जानकारियाँ हैं उसे पशुपालकों और किसानों को दोचार कराना,"इस माध्यम के जरिए जो वैज्ञानिक जानकारियां हैं, आधुनिक जानकारियां हैं, उससे पशुपालकों और किसानों को दो-चार कराना।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या मेरी शनिवार पच्चीस मार्च को कोई बैठक है",क्या मेरी शनिवार पच्चीस मार्च को कोई बैठक है,जैसा कि सचिन भाई ने बताया कि यदि नौजात शिशु आज से नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज नहीं होंगे या हम उनको जिंदा नहीं रख पाएंगे तो कल के,जैसा कि सचिन भाई ने बताया कि यदि नवजात शिशु आज से नहीं होंगे या हम उनको जीवित नहीं रख पाएंगे तो कल के
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ हाँ हाँ हाँ हाँ हमको गाड़ी में बहुत लगता है ना अभी",हाँ हाँ हाँ हाँ हम को गाड़ी में बहुत लगता है ना अभी,सबसे पहले जो आप स्लाइड देखेंगे मैं क स्क्रीन शेयर कर रहा हूँ उसमें आपको नजर आएगा,सबसे पहले जो आप स्लाइड देखेंगे मैं स्क्रिन सेयर कर रहा हु उसमें आपको नजर आएगा,"सबसे पहले जो आप स्लाइड देखेंगे, मैं स्क्रीन शेयर कर रहा हूँ, उसमें आपको नजर आएगा।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अब क्या कर सकते हैं अब तो ले ही लिए अब चलाना ही पड़ेगा तीन चार साल मजबूरी तो है ही क्योंकि अब उसे फेंक तो सकते नहीं हो बदल तो अब सकते नहीं है क्योंकि एक हफ़्ते से ज़्यादा हो गया है",अब क्‍या कर सकते हें अब तो लेई ली है अब चलाना ही पड़ेगा तीन चार साल मजबूरी तो है ही क्योंकि अब उसे फेंक तो सकते नहीं और बदल तो अब सकते नहीं क्योंकि एक हफ़्ते से ज़्यादा हो गया है,पालन का काम कर रहा है खास तौर से भैसओं में नौजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम म कर रहा है खासतौर से भैसों में नौवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं,पालन का काम कर रहा है खास तौर पर भैंसों में नवजात पशुओं की मृत्यु के अवसर बहुत ज्यादा होते हैं।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बाएँ",बाएँ,एक के बाद एक हम चर्चा करें कि च्यों ऐसा होता है सबसे पहले हम बात करते हैं कि भैसों की स्थिति क्या है,एक के बाद एक म चर्चा करें कि कयों ऐसा होता है सबसे पहले हम बात कहते हैं कि भैसों की स्थिति क्या है,एक के बाद एक हम चर्चा करें कि क्यों ऐसा होता है। सबसे पहले हम बात करते हैं कि भैंसों की स्थिति क्या है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो एक बार सर आप आके और इसमें डोरी चेक करके चले जाते ने बता जाते मुझे कितनी",तो एक बार सर आप आके और इसमें डोरी चेक करके चले जाते हैं बताया जाता कि मुझे कितनी,ह भैसो और भैसों की संख्या में पूरे विश्व में प्रथम है कोई ये पहला पायतान यहीं जाकर क्षमता नहीं है,हम भैसों हम और भैसों की संख्या में पूरे विश्व में प्राथमिक है और ये पहला पायदान यही ज्याद कर क्षमता नहीं है,"है भैसो और भैंसों की संख्या में पूरे विश्व में प्रथम है, कोई ये पहला पैटान यहीं जाकर क्षमता नहीं है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इसके नेगेटिव बात की तो जो कंडिशनल था उसको लगाने के बाद में मेरे बाल रूखे रूखे से हो गए और बाललों का झड़ना प्रारंभ हो गया मैं",इसके नेगेटिव बात की तो जो कंडिशनल था उसको लगाने के बाद मेरे बाल रूखे रूखे से हो गए और बालों का झड़ना प्रारंभ हो गया मैं,हम दु्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत ेक क्रांति की जो पताका है उसको फहरा रहा है,हम दुग्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत श्वेक्रांति के जो पताका है उसको ठहरा रहा है,हम दुग्ध उत्पादन में भी पहले नंबर पर हैं पूरे विश्व में भारत एक क्रांति की जो पताका है उसको फहरा रहा है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा और छोटी वगैरह नहीं बना होगे",अच्छा और रोटी वग़ैरह नहीं बनाओगे,भारत में पूरे मुल्ख में पिचपन प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है,भारत में पूरे मूल्क में प्रतिशत से ज्यादा हिस्सा भैसों के जरिए आता है,भारत में पूरे मुल्क में पचहत्तर प्रतिशत से ज्यादा हिस्सा देशों के जरिए आता है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी",जी,स्थानीय है और वो दूध देने वाली नसले तह ही नहीं ज्यादातर नसले हमारे,स्थानीय हैं और वो दूध देनेवाली नसल है नही नहीं ज्यादातर मसले हमारे,"स्थानीय है और वो दूध देने वाली नस्लें तह ही नहीं, ज्यादातर नस्लें हमारे।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और उससे हमारा जो वीडियो है वह बहुत ही अच्छा अच्छा दिख अच्छा लगता है और हम उसके अंदर",और उससे हमारा जो वीडियो है वह बहुत ही अच्छा अच्छा दिख अच्छा लगता है और हम उसके अंदर,स्वाद में थोड़ा सा प्रेशो के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि,स्वाद में थोड़ा सा भैसों के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि,स्वाद में थोड़ा सा प्रेशर के मुकाबले हल्का होता है लेकिन हम ये भी बात मानते हैं कि
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो इसका ई एम आई कैसा क्या है वो समझा दे यार मेरे को जरा क्योंकि अपन मिडिल क्लास फ़ैमिली से बिलोंग करते तो",तो इसका ई एम आई कैसा क्या है वो समझा दे यार मेरे को जरा क्योंकि अपन मिडिल क्लास फ़ैमिली से बिलॉन्ग करते तो,और सबसे इंपोर्टेंट बात तो आज हम चर्चा करने वाले हैं कि बैसों के पारे पाियों में शिशुओं में वस्तों में,और सबसे इंप्रूवमेंट बात तो आज हम चर्चा करने वाले हैं कि पैसों के पाड़े पाडियों में शिशुओं में बच्चो में,"और सबसे इंपोर्टेंट बात तो आज हम चर्चा करने वाले हैं कि बायसों के बारे में, पॉयों में, शिशुओं में वस्त्रों में"
