One_Shot_Input,One_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बताने पर उनके फायदे उनके नुकसान और क्या ऐसी टेक्नोलॉजी ऐसी चीज़ें फ़र्टिलाइज़र हम यूज कर सकते हैं जिससे कृषि में और कृषि की प्रोडक्टिविटी",बताने पर उनके फायदे उनके नुकसान और क्या ऐसी टेक्नॉलजी ऐसी चीजें फर्टिलाइजर हम यूज कर सकते है जिससे कृषि में और कृषि की प्रोडक्टविटी,अब ये तकनीक क्या है ये पूरी विस्तार से रगुला जी समझाएंगे तो ये तकनीक कौनसी है ऐसे फायदा क्या है इसे फायदा यह है कि इससे बरषात से और दूफ से बचाने के लिए थेली बनाई गई है,अब यह तकनीक क्या है यह पूरी विस्तार से रगुराजी समझाएंगे तो यह तकनीक कौनसी है इससे फायदा क्या इससे से फायदा यह है कि से बरसात से और धूप से बचाने के लिए थेली पहनाई गई है,"अब ये तकनीक क्या है, ये पूरी विस्तार से रघुला जी समझाएंगे। तो ये तकनीक कौन सी है, ऐसे फायदा क्या है? इसका फायदा यह है कि इससे बरसात से और दूस से बचाने के लिए थैली बनाई गई है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ह न बेल तो कट दूगा कााम को",हाँ नौ बजे तक कर दूँगा शाम को,इस बास के जो इस बास की जोये इस्केज नहीं होगा बास की ज छिला हुआ रहता है कहीं जब ै बास बहुतहमतलब न नकुली दार आधार रहती है बांस की तो कहीं कबर क्या क्या बेल कटने का डर रहता है तो इस तरह से अगर हाभी लगा लेगा न,इस बांस के जो इस बांस के यह इस के नहीं होगा बास की जगह छिला हुआ रहता है कहीं जगह बास बहुत मतलब नकुलीदार धार रहती है बाँस की तो कहीं का क्या बैल कटने का डर रहता है तो इस तरह से अगर कोई हाथ भी लगा लेगा ना बास,"इस बांस के, जो इस बांस की जोड़े, इसे केज नहीं होगा। बांस की छिलका हुआ रहता है कहीं जब बांस बहुत मतलब न नकली दार आधार रहती है बांस की, तो कहीं कब्र क्या-क्या बेल कटने का डर रहता है। तो इस तरह से अगर हाबी लगा लेगा न।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो दस परसेंट सर कोशिश करिए थोड़ा",तो दस पर्सेन्ट सर कोशिश करिए थोड़ा,तोये देख ल कोई फरक उपनी पड़ेगा तो ये दस एकर के खेत के अंदर रगुराजी ने ये प्लानिंग लगाई है ये देख लीजिए आपबहुत ही आप आप उधर देखोगे आपको मैं दिखा देता हूँ आपको,तो यह देखले कोई फर्क नहीं पड़ेगा तो ये दस एकड के खेत के अन्दर रघुराज ने ये प्लानिंग लगाई है यह देख लीजिये आप बहुत ही अब उधर देख लीजिये आपको मैं दिखा देता हु आपको,"तो यह देख लीजिए, कोई फर्क पड़ने वाला है तो यह दस एकड़ के खेत के अंदर रघुराज ने यह प्लानिंग लगाई है। यह देख लीजिए, बहुत ही, आप उधर देखोगे, आपको मैं दिखा देता हूँ आपको।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कोंकि किसी भी सब्ज़ी या फल या किसी भी पौधे को उगाते हैं तो उसमें सबसे अच्छा रिजल्ट पाने के लिए हमें उसको प्रॉपर जमीन उपलब्ध करानी पड़ेगी अगर जमीन उपलब्ध इसको नहीं करा पाएंगे तो किसी भी पौधे का विकास संभवता कम देखा गया है और ऐसा ही सब्ज़ियों के लिए भी होता है हमने गमलों के अंदर कुछ सब्ज़ियाँ उगाई थी जैसे धनिया है पालक है",क्योंकि किसी भी सब्जी या फल या किसी भी पौधे को उगाते हैं तो उसमें सबसे अच्छा रिज़ल्ट पाने के लिए हमें उसको प्रॉफिट ज़मीन उपलब्ध करानी पड़ेगी अगर ज़मीन उपलब्ध इसको नहीं करा पाएंगे तो किसी भी पौधे का विकास सम्भव होता कम देखा गया है और ऐसा ही सब्जियों के लिए भी होता है हमने गमलों के अंदर कुछ सब्जियाँ उगाई थी जैसे धनिया है पालक है,अब इसके ऊपर लौकी की फार्मिंग होगी लोकी फार्मिंग बहुत ी जबरदस्त ये बहुत शानदार प्लानिंग है औ ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा बहुत कम जगह मिलेगी आप लोगों दूनने से भी नहीं मिलेगी अब चा तो ये है कि ये जो ये रोल लाए ये चार इंचका रोल है,अब इसके पर लौकी की फार्मिंग होगी लोकी फार्मेंग बहुत ही जबरदस्त ये बहुत शानदार प्लानिंग है और ऐसी प्लानिंग भारत के अंदर बहुत बहुत कम जगह मिलेगी आप लोगों को ढूंढने से भी नहीं मिलेगी अब जा तो यह है कि ये जो यह रोल लाए हो यह चार इंच का रोल है,अब इसके ऊपर लौकी की फार्मिंग होगी लौकी फार्मिंग बहुत ही जबरदस्त है ये बहुत शानदार प्लानिंग है और ऐसी प्लानिंग भारत के अंदर बहुत ज्यादा कम जगह मिलेगी आप लोगों को ढूंढने से भी नहीं मिलेगी अब चा तो ये है कि ये जो ये रोल लाए हैं ये चार इंच का रोल है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और और पेन के अंदर फ्राइन पेन के अंदर हम उसमें दाल का तड़का लगा सकते हैंैन फ्राइन पेन हमें दाल का तड़का लगाने में काम में आता है चाय की छलनी होती है वह चाय छानने के काम में आती है जो झर होता है वो हमें तलने की चीज़ें निकालने में काम में आता है जैसे पूड़ी तल के हम निकाल रहे हैं तो उसमें से तेल छन जाता है पूड़ियाँ निकलती हैं और चावल बनते हैं तो उसके लिए एक अलग से चम्मच होता है जिसे चावल का चम्मच कहते हैं",और और पैन के अन्दर फ़्राइनपैन अन्दर हम उसमें दाल का तड़का लगा सकते हैं फ़्राइनपैन हमें ये दाल का तड़का लगाने में काम में आता है चाय की छलनी होती है वह चाय छानने के काम में आती है जो झर होता है वो हमें तलने की चीजें निकालने में काम में आता है जैसे पूड़ी तल के हम निकाल रहे हैं तो उस में से तेल छन जाता है पूड़ियाँ निकलती हैं और चावल बनते हैं तो उसके लिए एक अलग से चम्मच होता है जिसे चावल का चम्मच कहते हैं,तो अब य देख रहे हो ये पन्नी है ये देख लीजिए ये चार इंची की है अब इसका जुगाड इं कैसी क रखा है इन्होंने े देख लजिए ये रोल है ये रोल लगा रखा है ये देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब ये किस तरह से बासको म बास में ये पन्नी बना रहे है ये देख लीजिए ये फेलिया,तो अब यह देख रहो यह पन्नी है यह देख लीजिए यह चार इंच की है अब इसका जुगाड़ कैसे कर रखा है इन्होंने ये देख लीजिए यह रोल है यह रोल लगा रखा यह देख लीजिए आप ये रोल देख लीजिए किस तरह से लगा रखा है अब किस तरह से बास को हम बास में यह पन्नी बना रहे है ये देख लीजिए यह फैलिया,"तो अब आप देख रहे हो ये पन्नी है, ये देख लीजिए ये चार इंची की है। अब इसका जुगाड़ इन कैसे रखा है, इन्होंने देख लीजिए ये रोल है, ये रोल लगा रखा है। ये देख लीजिए आप, ये रोल देख लीजिए किस तरह से लगा रखा है। अब ये किस तरह से बास्को में बास में ये पन्नी बना रहे हैं, ये देख लीजिए ये फैलिया।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
फिर उसके बाद उसको उाकार में काटते हैं फिर उसको टैच करते हैं आस्तीन और कपड़े को फिर उसके बाद उसको सीलते हैं ताकि और अच्छी से सीिलते हैं ताकि उसमें कहीं सिलवट न पड़े",फिर उसके बाद उसको उस आकार में काटते हैं फिर उसको टेस्ट करते हैं आस्तीन और कपड़े को फिर उसके बाद उसको सिलते हैं ताकि और अच्छे से सिलतें हैं ताकि उसमें कहीं सिलवट ना पड़े,कोई बास अगर वहामें नखुला आ जाता है को धार वगैरह तो उससे पपननी भी फटनगाडर रहता है तो अगर इसको पहना है तो अच्छी तरह बहनाहो आराम से रिलेक्स हो के बनाो धीरे धीरे ह कोई दिक्कत नहीं,कोई बास अगर मान लो नखुला आ जाता है धार वगैरह तो उसे पन्नी भी फट्नेगा डर रहता है तो इसको पहनाए तो अच्छी तरह पहनाओ आराम से और रिलैक्स हो के बनाओ धीरे धीरे कोई दिक्कत नहीं,"कोई बास अगर वहाँ खुला आ जाता है कोई धार वगैरह तो उससे पहननी भी फटने लगती है तो अगर इसको पहना है तो अच्छी तरह पहनें, आराम से रिलैक्स होकर बनाएं, धीरे-धीरे, कोई दिक्कत नहीं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ऐसीी का तो बंदोबत होने च ही यार थोड़ा सा हिसाब से कलो न है",ए सी का तो बन्दोबस होना चाहिए यार ये थोड़ा सा हिसाब से कर लो ना यार,हाँ नॉर्मल तेरसे पांच छः सेकेंड तो वैसे लगता है हा क्योंकि कोई बास क्या होताह ट्रेडर रहता है ना तो पन्नी पराते हैं तो उसका धार ज पड़ जाता है,हा नॉर्मल तरीके से पांच छह सेकेंड तो वैसे लगता है क्योंकि कोई बांस क्या टेढ़ा रहता है ना तो पन्नी बनाते है तो उसका धार फट़ जाता है,"हाँ, नॉर्मल तीन से पांच छः सेकंड तो वैसे लगता है हाँ क्योंकि कोई बात क्या होती है, ट्रेडर रहता है न, तो पन्नी पड़ाते हैं तो उसका दिमाग़ पड़ जाता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बहुत सारे ऐसे रहसानिक पदार्थ हैं जिनका उपयोग हम लोग कभी कभी कर लेते हैं लेकिन वह मिट्टी प उसका बहुत ज़्यादाान कानीिकक प्रदार पड़़ रहा है क्योंकि उससे मिट्टी जो है वो बंजर बन जा रही है",बहुत सारे ऐसे रसायनिक प्रदार्थ है जिनका उपयोग हम लोग कभी कभी कर लेते हैं लेकिन वह मिट्टी तो उसका बहुत ज़्यादा हानि हानिकारक प्रदार्थ पड़ा है क्योंकि उससे मिट्टी जो है वो बंजर बन जा रही है,तो जमन में जाएगा तो इसको भी इसको फॉलड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहें रहेगा मिट्टी मे नेरेगा तो दीमक का खतरा बिल्कुल ने रेगा बास का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैंतो मेरे राजस्थान की कहूंगा हो सकता है आपका राज्य के अंदर भी ऐसी हालत हो किसानों की क्याकि महंगे बाव की किसान भाई बास लेके आते हैं और करीबम करीब ब बास के ऊपर एक ा दो से लेपआते हैं और बास खराब हो जाता है,तो जुम्मन में जाएगा तो इसको भी इसको फोल्ड कर देंगे तो यह मिट्टी बिलकुल मिट्टी के अंदर नहीं रहेगा मिट्टी में नहीं रहेगा तो दीमक का खतरा बिल्कुल नहीं रहेगा बांस का और बास की उम्र बढ़ जाएगी भारत के अंदर बहुत सी ऐसी किसान मित्र है मैं तो मेरे राजस्थान की कहूँगा हो सकता है आपके राज्य के अंदर भी ऐसी हालत हो किसानों की क्या है कि महंगे भाव के किसान भाईं बास लेके आते हैं और करीबिन करीबन बास के ऊपर एक या दो परसेंट ले पाते हैं और बास खराब हो जाता है या,"तो जमीन में जाएगा तो इसको भी फॉल्ड कर देंगे तो ये मिट्टी बिल्कुल मिट्टी के अंदर नहीं रहेगा, मिट्टी में रहेगा तो दीमक का खतरा बिल्कुल नहीं रहेगा बांस का और बांस की उम्र बढ़ जाएगी। भारत के अंदर बहुत सी ऐसे किसान मित्र हैं, मैं तो मेरे राजस्थान की कहूंगा, हो सकता है आपके राज्य के अंदर भी ऐसी हालत हो किसानों की, क्योंकि महंगे बांस की किसान भाई लेकर आते हैं और करीब-करीब बांस के ऊपर एक-दो से लेप लगाते हैं और बांस खराब हो जाता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पानी डालो उसके अंदर में ऐव्र खाद होता है वोकर सिचार करो या कोई भी कीटनाशक जो दवा के मात्रा में ज उपलब्ध है वो बाजार में आप उसका छिड़काव करो जिससे पौधे के अंदर में आपको रिलेटेड उसकी हरीपत्तिया होगी उसमें अच्छी अच्छी डालिया आएगी तभी तो भोल या पौधा आगे भविष्य में बढ़ पाएगा",पानी डालो उसके अंदर एवरी खाद होता है उनका छिड़काव करो या कोई भी किटनाशक जो दवा है उसकी मात्रा में जो उपलब्ध है वो बाजार में आप उसका छिड़काव करो जिससे पौधे के अंदर में आपको रिलेटेड उसकी हरी पत्तियाँ होगी उसमें अच्छी अच्छी डालियाँ आएगी तभी तो फूल या पौधा आगे भविष्य में बढ़ पाएगा,जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पननी का अपन बास लगाए तो कितने सालेगा और अगर इस टकनीक से गर बास को पन काम में ले ये प्लास्टिक की जो पीवीसीथेली है ये पहना के और इस बास को काम में लेंगे तो येकितने साल चलेगा ात ये दे लीजए मेरे किसान चार से ांच साल तक ये बासकी कैपिसिटी उम्र बढ़ जाती है,पाँच साल में होई पर पर जैसे अगर नॉर्मल नॉर्मल बास को अगर बिना पन्नी का अपन बाँस लगाए तो कितने साथ चलेगा छह महीने छह महीने चलेगा और अगर इस तकनीक से के बास को अपने काम में लें ये प्लास्टिक के जो पीवीस थेली है यह पहनाके अगर इस बास को काम में लेंगे तो ये कितने साल चलेगा चार से पांच साल चार से पाँच साल चल बिलकुल चलेगा तो ये देख लीजिये किसान भाई चार से पांच साल तक यह बास की कैपिसिटी उम्र बढ़ जाती है,"जैसे अगर नॉर्मल बांस को बिना पानी का अपन बांस लगाए तो कितने साल लगेगा और अगर इस तकनीक से बांस को पानी में ले ये प्लास्टिक की जो पीवीसी थैली है ये पहनाकर और इस बांस को काम में लेंगे तो ये कितने साल चलेगा। ये बताएं, मेरे किसान चार से पांच साल तक ये बांस की क्षमता उम्र बढ़ जाती है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तकनीकी",तकनीकी,तो ये है तकनीकक्या नाम बता ने रुरासिंरगुरा सिंह जी की बहुत तकनीक है,तो यह तकनीक क्या नाम बताया आपने रघुराज सिंह रघुराज सिंह जी बहुत तकनीक है,तो ये है तकनीक। क्या नाम बता ने रूरासिंह गुरु सिंह जी की बहुत तकनीक है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ आपके पास कतला वैरायटी की रखी हुई है क्या",हाँ आपके पास कतला वैरायटी की रखी हुई है क्या,कास्टराजपूतपतोराजपूतो क तनी तक एडवांस टकनीक सहै,कास्ट राजपूत हो तो राजपूतों की इतनी एडवांस तकनीक से,कास्टराजपूतपतोराजपूतों की तनी तक एडवांस तकनीक है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
यल",कह रहे हो,र येलोकी लगाओग कैन इसका वीडो,और ये लोकी लगाओ गे है न इसका वीडियो,र येलो की लगाओ के कैन इसका वीडियो
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सर मेरी सगाई की मुझे कव रेजेस बनवानी है वीडियो बनवानी है",सर मेरी सगाई की मुझे कवरेज बनवानी है वीडियो बनवानी है,कम का वीडियो और बनाऊंगा आगे,हुकमका वीडियो और बनाऊंगा आगे,काम का वीडियो और बनाऊंगा आगे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अ वो दस हज़ार तक पड़ जाए",आपको दस हजार तक पड़ जाए,और भी ये देख लीजिए बहुत तकनीक बहुत ही घसब की टकनेके लग रही है मतलब ये दस एकड़ का खेत है इनका करीबं करीबम समथिंग दस एकड़ का खेत है थोड़ा बहुत कमभी हो सकता है,और ये देख लीजिये बहुत तकनीक बहुत गजब की तकनीक लग रही है मतलब यह दस एकड़ का खेत है इनका करीबन करीबन समथिंग दस एकड़ का खेत है थोड़ा बहुत कम भी हो सकता है,"और भी ये देख लीजिए, बहुत तकनीक, बहुत ही शानदार लग रही है। मतलब ये दस एकड़ का खेत है, इनका करीब-करीब ऐसा समथिंग दस एकड़ का खेत है, थोड़ा बहुत कम भी हो सकता है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो यही मेरा अनुभव रहा है और मेरा यह अनुभव अच्छा था बहुत अच्छा था मेरे खुद के पास में भी है",तो यही मेरा अनुभव रहा है और मेरा यह अनुभव अच्छा था बहुत अच्छा था मेरे खुद के पास में भी हैं,एवरेज उसे बता रहा हूँ मैं तो ये देख लीजिए बहुत ही शानदार तकनीसे यी लग रहा है मैं दूर ऐसे तो मेरी परिस्थित है मेरे गांव के पास मेंी है,एवरेज उसे बता रहा हूं मैं तो यह देख लीजिये जब बहुत ही शानदार तकनीक से ही लग रहा है मैं दूर से ऐसे तो मेरी परिस्थिति है मेरे गांव के पास में ही है,"एवरेज उसे बता रहा हूँ मैं तो यह देख लीजिए, बहुत ही शानदार तकनीक लग रही है। मैं दूर ऐसे तो मेरी परिस्थितियों में, मेरे गांव के पास में हूँ।"
