One_Shot_Input,One_Shot_Response,Two_Shot_Input,Two_Shot_Response,Three_Shot_Input,Three_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ऐसे बहुत से ऐसे छोटे बड़े बर्तन हैं जो हमें हमारे काम आते हैं जैसे बहुत सी चीज़ें हैं जो हमें सभी छोटे बड़े काम में आते हैं",ऐसे बहुत से ऐसे छोटे बड़े बर्तन हैं जो हमें हमारे काम आते हैं जैसे बहुत सी चीज़ें हैं जो हमें सभी छोटे बड़े काम में आते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सर वो कम खाना है अभी आपको क्या है पेट में दर्द उसी की वजह से हुआ है तो आप क्या है अभी नॉर्मल खाना खाइएगा जैसे दाल हुई पतली सब्जी हरी सब्जी वो खाइए",सर वो कम खाना है अभी आपको क्या है पेट में दर्द उसी की वजह से हुआ है तो आप क्या है अभी नॉर्मल खाना खाइएगा जैसे दाल हुई पतली सब्जी हरी सब्जी वो खाइए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पश्चिम दिशा की ओर ही बनाना पड़ता है हम भोजन को किसी अन्य दिशा की ओर मुँह करके नहीं बना सकते हैं",पश्चिम दिशा की ओर ही बनाना पड़ता है हम भोजन को किसी अन्य दिशा की ओर मुंह करके नहीं बना सकते हैं,तो मेरा पहला प्रश्न ये है,तो मेरा पहला प्रश्न ये है,तो मेरा पहला प्रश्न ये है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जैसे जैसे यहाँ पर विकास हुआ है ऐ उसी तरीके से यहाँ पर",जैसे जैसे यहाँ पर विकास हुआ है उसी तरीक़े से यहाँ पर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आती है मैं मतलब ये चीज़ किसी को सिखा सकती हूँ तो मुझे डांस आता है तो मैं डांस किसी को सिखा सकती हूँ तो मेरे लिए बहुत खुशी की बात है कि हाँ मुझे कुछ चीज आ रही है तो मैं किसी के साथ शेयर कर सक रही हूँ उन्हें भी सिखा रही हूँ तो ये बहुत अच्छा अनुभव है",आती है मैं मतलब ये चीज़ किसी को सिखा सकती हूँ तो मुझे डांस आता है तो मैं डांस किसी को सिखा सकती हूँ तो मेरे लिए तो बहुत ख़ुशी की बात है कि हाँ मुझे कुछ चीज़ आ रही है तो मैं किसी के साथ शेयर कर सक रही हूँ नहीं भी सिखा रही हूँ तो ये बहुत अच्‍छा अनुभव है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वो यहाँ आते हैं काफ़ी जगह घूमते हैं वैसी बोली बोलने की कोशिश करते हैं वैसा पहनावा पहनने की कोशिश करते हैं जिससे उनको बहुत अच्छा लगता है वो काफ़ी मतलब काफ़ी",वो यहाँ आते हैं काफ़ी जगह घूमते हैं वैसी बोली बोलने की कोशिश करते हैं वैसा पहनावा पहनने की कोशिश करते हैं जिससे उनको बहुत अच्छा लगता है वो काफ़ी मतलब काफ़ी,डोकोशक जगत द्वारा प्रकाशित की गई है ये हम आपको पार सवरूप भेजेंगे आप उतना कमेंट बॉक्स में,जो कृषक जगत द्वारा प्रकाशित की गई है यह हम आपको उपहार स्वरूप भेजेंगे आप अपना कमेंट बॉक्स में,डोक्यूमेंट जगत द्वारा प्रकाशित की गई है ये हम आपको पार स्वरूप भेजेंगे आप उतना कमेंट बॉक्स में
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हम कभी भी हिंदी भाषा की जो भूमिका बढ़ा नहीं पाएंगे उसको प्रमोट नहीं कर पाएंगे हमेशा हम नीचे ही रहेंगे कैसे आप मैं आपको बताती हूँ",तो हम कभी भी हिन्दी भाषा की जो भूमिका बढ़ा नहीं पाएंगे उसको प्रमोट नहीं कर पाएंगे हमेशा हम नीचे ही रहेंगे कैसे अब मैं आपको बताती हूँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कि जोधपुर एक बहुत सुंदर जगह है जहाँ की वादियाँ और जहाँ का",कि जोधपुर एक बहुत सुंदर जगह है जहाँ की वादियाँ और जहाँ का,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
फ्रांस ब्रिटेन रूस नेपाल भूटान",फ्रांस ब्रिटेन रुस नेपाल भूटान,सबसे पहला उत्तर,सबसे पहला उत्तर,सबसे पहला उत्तर
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी सर इनश्योरेंस में भी मिल जाएगी और आप कैश लेना चाहें तो कैश भी मिल जाएगी आपको सर्विस के लिए आप बिल्कुल निश्चिंत रहेंगे आपकी गाड़ी कहीं भी बंद पड़ जाए आप हमें कॉल लगाएगा आपको फ्री सर्विस दी जाएगी",जी सर इन्श्योरेन्स में भी मिल जाएगी और आप कैश लेना चाहें तो कैश में भी मिल जाएगी आप को सर्विस के लिए आप बिल्कुल निश्चिंत रहेंगे आप की गाड़ी कहीं भी बंद पड़ जाए आप हमे कॉल लगाइएगा आप को फ्री सर्विस दी जाएगी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ट्रांसफ़र कर सकते हैं और बैलेंस इससे कम होने पर मुझे सचेत कर सकते हैं",ट्रांसफर कर सकते हैं और बैलेंस इससे कम होने पर मुझे सचेत कर सकते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ ओके सर ठीक है सर",हाँ ओके सर ठीक है सर,डॉक्टर साहब यहां पर हैं जो भी आज बातें बताई गई हैं,डॉक्टर साहब या हां पर हैं जो भी आक बातें बताई गई हैं,"डॉक्टर साहब यहां पर हैं, जो भी आज बातें बताई गई हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
रामायण और महाभारत रही हैं और रामायण की कहानी बहुत अच्छी रही है जिससे मुझे बहुत कुछ सीखने को मिला है अगर हम महाभारत की भी बात करें तो उसमें भी कई ऐसी चीज़ें हैं जिससे हमें बहुत कुछ सीखने को मिलता है",रामायण और महाभारत रही हैं और रामायण की कहानी बहुत अच्‍छी रही है जिससे मुझे बहुत कुछ सीखने को मिला है अगर हम महाभारत की भी बात करें तो उसमें भी कई ऐसी चीज़ें हैं जिससे हमें बहुत कुछ सीखने को मिलता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है ना उसके अलावा कोई तकलीफ है आपको कोई नहीं",ठीक है ना उसके अलावा और कोई तकलीफ है आपको कोई नहीं है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बगैर आइइ फोर्टीन गैम साइड जी हैगा",ओके मैम आईफोन फोर्टीन मैम फाइव जी आएगा,पशुपालन से संबंधित नवजात की डेथ रेट को रोकने से संबंधित तो उसमें आप अपने प्रश्न पूछ सकते हैं,पशुपालन से संबंधित नौव जात की डेथ रेट को रोकने से संबंध तो उसमें आप अपने प्रश्न पूछ सकते हैं,पशुपालन से संबंधित नवजात की मृत्यु दर को रोकने से संबंधित तो उसमें आप अपने प्रश्न पूछ सकते हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो वह मिस्त्री बहुत ज़्यादा अकड़ू और बहुत ज़्यादा गुस्से वाला था जो कि शायद कुछ लोग होते हैं जो महिला को देख के अच्छे से व्यवहार नहीं करते उन्हें लगता है कि इन्हें क्या ही पता है क्या जानती है तो मेरे पिता जी उस वक़््त नहीं थे और उनकी तबीिययत ख़राब थी तो उस वक़्त में घर का काम करवाना भी बहुत ज़्यादा ज़रूरी था",तो वह मिस्त्री बहुत ज़्यादा अकडू और बहोबहुतत ज़्यादा गुस्से वाला था जो कि शायद कुछ लोग होते हैं जो महिला को देख के अच्छे से व्यवहार नहीं करते उन्हें लगता है कि इन्हें क्या ही पता है क्या जानती है तो मेरे पिताजी उस वक्त नहीं थे और उनकी तबीयत खराब थी तो उस वक्त में घर का काम करवाना भी बहोत ज़्यादा ज़रूरी था,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और बड़ी रोग होती है तो दूसरी",और बड़ा रोग होता है तो दूसरे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तीन",तीन,जी,जी,जी
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ ये ये कॉटन में भी देखो मैडम कॉटन में भी आपको ये साड़ी बहुत अच्छी है",हाँ यह यह कॉटन में भी देखो मैडम कॉटन में भी आपको यह साड़ी बहुत अच्छी है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और मोबाइल चार्ज नहीं था सोचे लाइट आ जाएगी तो मोबाइल थोड़ा बहुत चार्ज है लाइट जो रहेते कि आ जाए तो उसको चार्ज लगा देंगे फिर अंधेरा था खाना बनाएंगे लाइट बार के",और मोबाइल चार्ज नहीं था सोचे लाइट आ जाएगी तो मोबाइल थोड़ा बहुत चार्ज है लाइट जो रहता है कि आ जाए तो उसको चार्ज लगा देंगे फिर अंधेरा था खाना बनाएंगे लाइट मार कर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अभी की उसकी बात करूँ तो मैं भविष्य में एक बिजनेस ऐसा करना चाहता हूँ जिसे इतनी इनकम हो कि मैं और मेरा परिवार जो है वो एक सुखी तरीके से अपना जीवन गुज़ार सके",अभी की उसकी बात करूँ तो मैं भविष्य मैं एक बिजिनिस ऐसा करना चाहता हूँ जिसे इतनी इनकम हो की मैं और मेरा परिवार जो है वो एक सुखी तरीके से अपना जीवन गुज़ार सके,रेखा जी आपको,रेखा जी आपको,"रेखा जी, आपको"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो सबक आती है और अधिकतम लोगों को ये आनी चाहिए क्योंकि हिंदी भाषा हमारी राष्ट्रभाषा है लोगों से बात करने में समझने में बहुत आसानी रहती है",जो सबको आती है और अधिकतम लोगों को ये आनी चाहिए क्योंकि हिंदी भाषा हमारी राष्ट्र भाषा है लोगों से बात करने में समझने में बहुत आसानी रहती है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आइसक्रीम में न्यूनतम पचास परसेंट के ऑफर के साथ कौन से आइटम हैं",आइसक्रीम में न्यूनतम पचास परसेंट के ऑफ़र के साथ कौन से आइटम हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी जी जी इसमें ये नहीं",जी जी जी इसमें ये नहीं है,जी कमल स्वामी जी श्री निवास जी आप भी अपना प्रश्न कर सकते हैं आपको एलआउटपू टॉक कर दिया गया है,जी कमल स्वामी जी श्रीनिवास जी ि आप भी अपना प्रश्न कर सकते हैं आपको अलाव टू टॉक कर दिया गया है,"जी कमल स्वामी जी, श्री निवास जी, आप भी अपना प्रश्न कर सकते हैं। आपको आउटपुट टॉक कर दिया गया है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैम आप बस लेकिन आप बता देना क्या मतलब आप लोगों का निकलना कहा कन्फर्म जाना है तो मैं उस हिसाब से आपको बता दूँगाा सब",हाँ मैम वो आप बस ब लेकिन आप बता देना कि अब मतलब आप लोगों का कहाँ पर है कनफौम जाना है तो मैं उस हिसाब से आप को बता दूँगा सब,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
देते रहते हैं और एक बच्चे को और क्या चाहिए कि अपने माँ बाप से क्यों की माँ बाप ही वो है जिन वो अपने बच्चों को समझते हैं और उनको कभी किसी के सामने",देते रहते हैं और एक बच्चे को और क्या चाहिए कि अपने माँ बाप से क्योंकि माँ बाप ही वो है जिन्हें वो अपने बच्चे को समझते हैं और उनको कभी किसी के सामने,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
यहाँ की संस्कृति यहाँ की शिक्षा व्यवस्था बहुत सारे अभी के क्षेत्र में अभी के समय में आपको बहुत सारे ऐसे संस्थाएँ मिलेगी यूनिवर्सिटी है जो कि ललित नायण म यूनिवर्सिटी है जो कि आज विश्व प्रसिद्ध है",यहाँ की संस्कृति यहाँ की शिक्षा व्यवस्था बहुत सारे अभी के क्षेत्र में अभी के समय में आपको बहुत सारे ऐसे संस्थाएँ मिलेंगी ल युनिवर्सीटी है जो कि ललित नारायण मिथिला युनिवर्सिटी है जो कि आज विश्व प्रसिद्ध है,लेकिन उस टाइम में मदर बफैलों का डायट क्या होना चाहिए या जरा विस्तृत करेंगे,लेकिन उस टाइम में मदर बफैलों का डायट क्या होना चाहिए यह जरा विस्तृत करें,"लेकिन उस टाइम में मदर भैंसों का डायट क्या होना चाहिए, या जरा विस्तृत करेंगे।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैप मैप",मैं आपको मैं आपको,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अगर हम जयपुर जैसे बड़े ज़िले में अगर अपन रहते हैं तो जयपुर अपना एक बहुत बड़ी आबादी वाला जो अपना बताया गया है जिसमें हम रहते हैं तो इसमें हमें बहुत सारी चुनौतियों का सामना करना पड़ता है",अगर हम जयपुर जैसे बड़े जिले में अगर अपन रहते हैं तो जयपुर अपना एक बहुत बड़ी आबादी वाला जो अपना बताया गया है जिसमें हम रहते हैं तो इसमें हमें बहुत सारी चुनौतियों का सामना करना पड़ता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मतलब कुछ दिनों से आाँ तो कुछ दिनों से बाहरी काम किया था क्या कुछ वजन वाला काम",तो मतलब कुछ दिनों से आप तो कुछ दिनों से बाहरी काम किया था क्या कुछ वजन वाला काम,जी बहुत अच्छा प्रश्न है,जी बहुत अच्छा प्रश्न है,"जी, बहुत अच्छा प्रश्न है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैंने आपके पास से एक बहुत बड़ा ऑर्डर बुक किया है लेकिन मुझे कुछ अलग से स्वादिष्ट भी चाहिए",मैंने आपके पास से एक बहुत बड़ा ऑर्डर बुक किया है लेकिन मुझे कुछ अलग से स्वादिष्ट भी चाहिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हमारे एक सर थे हमारे लिए सबसे बड़ी मुश्किल वही सिर थे वही समझ लीजिए कि हम उनके डर से ना तो उनका क्लास रन कर रहे थे उनका जब पीरियड आता था मैं बाहरला चला जाता था उनका क्लास मैं एकदम लेना पसंद ही नहीं कर सक कर सकता था",तो हमारे एक सर थे हमारे लिए सब से बड़ी मुश्किल वही सर थे वही समझ लीजिए कि हम उनके डर से ना तो उनका क्लास अटें कर रहे थे उनका जब पिरिएड आता तो मैं बाहर चला चला आता था उनका कलास मैं एक दम लेना पसंद नहीं नहीं कर सक कर सकता था,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
त्योहारों का आयोजन होता है तो यहाँ पर सांस्कृतिक परंपराएँ और सामुदायिक पहचान के माध्यम से लोग यहाँ पर कबीर यात्रा ब्रज होली जोधपुर का अंतर्रष्ट्रीय त्योहार",त्यौहारों का आयोजन होता है तो यहाँ पर सांस्कृतिक परम्पराएँ और सामुदायिक पहचान के माध्यम से लोग यहाँ पर कबीर यात्रा ब्रज होली जोधपुर का अंतर्राष्ट्रीय त्यौहार,पशु पालकों में ये है ये मैं हम लोग फील्ड में जाते हैं,पशुपालकों में ये ये मैं हमलोग फील्ड में जाते हैं,"पशुपालकों में ये है, ये मैं हम लोग फील्ड में जाते हैं।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ठीक है सर अगर मैं मैं सोचहा हँ अगर मैं कोई मीटिंग रखूँ टीचर्स की तो क्या आपकी क्या राय है क्या रहेगा आ जाएंगे सारे टीचर्स अगर मीटिंग रखी जाए उनके लिए तो",ठीक है सर अगर मैं मैं सोच रही अगर मैं कोई मीटिंग रखूं टीचर्स की तो क्या आपकी क्या राय है क्या रहेगा आ जायेंगे सारे टीचर्स अगर मीटिंग रखी जाए उनके लिए तो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मोबाइल फ़ोन टच वाले आ गए हैं जिससे हम विीडियो",मोबाइल फोन टच वाले आ गए हैं जिससे हम वीडियो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
चार",चार,और खुदाना खासता अगर ही गर्भवर्ती मात्रा दूध भी दे रही है,और खुदा ना खास्ता अगर ही गर्भवती माता दूध भी दे रही है,और खुदा ना खासता अगर ही गर्भवती मात्रा दूध भी दे रही है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
औररत लोग जो है वो घाघरा कुर्ती पहनते हैं और पुरुष लोग जो है व धोती कुर्ता पहनते हैं यह हमारे पारंपरिक कपड़े हैं",औरत लोग जो हैं वो घाघरा कुर्ती पहनते हैं और पुरुष लोग जो है वो धोती कुर्ता पहनते हैं ये हमारे पारंपरिक कपड़े हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ महंग इसमें क्या कम कर सकते हैं सोना तो देखो कितनी महंगाई चल रही है सोने पे तो",हाँ महंगा इसमें क्या कम कर सकते हैं सोना तो देखो कितनी महंगाई चलती है सोने पे तो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एक नवंबर उन्नीस सौ उनसठ को भगवतर का उनननचास वर्ष की आयु में मधुमेह से निधन हो गया",एक नवंबर उन्नीस सौ उनसठ को भगवतर का उन्नचास वर्ष की आयु में मधुमेह से निधन हो गया,आपने नौ जार पशु उस भैस और दूग्ध उत्पादन केके साथ कितना बड़ा खिलवाड़ किया है,आपने नौवजात पशु भैस और दुग्ध उत्पादन क के साथ कितना बड़ा खिलवाड़ किया है,आपने नौ ज़ार पशु उस भैंस और दूध उत्पादन के साथ कितना बड़ा खिलवाड़ किया है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
चाहे आप किसी भी तरीके से मुझे आप वापसी करिए क्या आप मेरा पैसा जो वापस कर सकते हैं",चाहे आप किसी भी तरीके से मुझे आप वापसी करिए क्या आप मेरा पैसा जो वापिस कर सकते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और आपके रेस्टोरेंट के मालिक को भी पता है कि मेरा फेवरेट खाना कौन सा है मेरा पसंदीदा मेनू आइटम्स कौन कौनसे हैं तो एक बार अपने मालिक से उनके बारे में पूछ लें और मैं भी बता देता हूँ मेरा पसंदीदा मेनू आइटम्स बर्गर और पिज्जा हैं धन्यवाद अब मैं रखता हूँ",और आपके रेस्टोरेंट के मालिक को भी पता है कि मेरा फेवरेट खाना कौन सा है मेरा पसंदीदा मेनू आइटम्स कौन कौन से हैं तो एक बार अपने मालिक से उनके बारे में पूछ लें और मैं भी बता देता हूँ मेरा पसंदीदा मेनू आइटम्स बर्गर और पीजा हैं धन्यवाद अब मैं रखता हूँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
गिलियन गिब्बनस अपने छात्रों को एक टेडीबिियर मुोहम्मद का नाम एक लेखन परियोजना के हिस्से के रूप में रखने की अनुमति देने के लिए पंद्रह दिन की सज़ा के आठ दिनों की सेवा के बाद घर वापस आ गया है",गिलियन गिब्बन्स अपने छात्रों को एक टेडी बियर मुहम्मद का नाम एक लेखन परियोजना के हिस्से के रूप में रखने की अनुमति देने के लिए पन्द्रह दिन की सज़ा के आठ दिनों की सेवा के बाद घर वापस आ गया है,पशुपालक को सतर्क सजग और चौकस हो जाना चाहिए,पशुपालक को सतर्क सजग और चौकस हो जाना चाहिए,"पशुपालक को सतर्क, सजग और चौकस हो जाना चाहिए।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ना भरोसा करने की ज़रूरत ही नहीं है तो आप आराम से भरोसा करके लेके जा सकते हैं तो मुझे भी लगा कि हाँ",ना भरोसा करने की जरूरत ही नहीं है तो आप आराम से भरोसा करके लेके जा सकते हैं तो मुझे भी लगा कि हाँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
टोक्यो",टोक्यो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आसानी से ठीक नहीं हो पाते हैं तो हमारी यह गुज़ारीश से कि अपने क्षेत्र अपने जगह पर आप जहाँ रहते हैं आप वहाँ पर साफ़ सफ़ाई रखें जिससे ये सब बीमारियाँ हमारे",आसानी से ठीक नहीं हो पाते हैं तो हमारी यह गुज़ारिश है कि अपने क्षेत्र अपने जगह पर आप जहाँ रहते हैं आप वहाँ पर साफ सफाई रखें जिससे यह सब बीमारियाँ,जी,जी,जी
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वैसे ही महिलाओं के लिए एक लाडली बहन योजना है जिसमें प्रत्येक महीने उनको कुछ राशि दी जाती है ताकि वह अपने अनुसार उसको उपयोग कर सके उस राशि का उपयोग कर सके वैसे ही यहाँ पर",वैसे ही महिलाओं के लिए एक लाडली बहन योजना है जिसमें प्रत्येक महीने उनको कुछ राशि दी जाती है ताकि वह अपने अनुसार उसको उपयोग कर सके उस राशि का उपयोग कर सके वैसे ही यहाँ पर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
को जैसे अभी बोला है कि प्राइवेट को दे रहे हैं ताकि वहाँ परे नौकरी के अवसर बढ़ सकें तो ये भी अच्छी चीज़ है इसके अलावा हाईवे हैं जो सिंगल हाईवे थे उन सबको फ़ोर लाइन हाईवे और जो फोर लाइन हाईवे थे उन सबको",को जैसे अभी बोला है कि प्राइवेट को दे रहे हैं ताकि वहां पे नौकरी के अवसर बढ़ सकें तो ये भी अच्छी चीज़ है इसके अलावा हाईवे हैं जो सिंगल हाईवे थे उन सबको फ़ोर लाइन हाईवे और जो फ़ोर लाइन हाईवे थे उन सबको,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
रात दस बजे राम की बर्थडे पार्टी है",रात दस बजे राम की बर्थडे पार्टी है,यजो जो बदिया बोलते हैं जिस पो फिक्स बोलते हैं ये हमारे डेरी फार्म के दीवारों की जो छोटेछोटे,जो बिया बोलते हैं जिस पर टिक्स बोलते हैं ये हमारे डीरीपान के दीवारों की जो छोटी छोटे,"यह जो बड़िया बोलते हैं, जिन्हें फिक्स बोलते हैं, ये हमारे डेरी फार्म की दीवारों के छोटे-छोटे"
